language_script	group	source_sentences	sampling_probability_pct	planned_samples	actual_samples	input_dir	exists_on_disk	status	notes
bul_Cyrl	seen	21823004		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/bul_Cyrl	yes	PASS	
tgl_Latn	seen	7411064		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/tgl_Latn	yes	PASS	
eus_Latn	seen	12775959		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/eus_Latn	yes	PASS	
pol_Latn	seen	19339945		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/pol_Latn	yes	PASS	
lat_Latn	seen	1179913		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/lat_Latn	yes	PASS	
tur_Latn	seen	29184662		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/tur_Latn	yes	PASS	
fra_Latn	seen	39197581		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/fra_Latn	yes	PASS	
cat_Latn	seen	8648271		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/cat_Latn	yes	PASS	
uig_Arab	seen	307302		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/uig_Arab	yes	PASS	
arb_Arab	seen	159884		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/arb_Arab	yes	PASS	
sqi_Latn	seen	5526836		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/sqi_Latn	yes	PASS	
sin_Sinh	seen	7293178		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/sin_Sinh	yes	PASS	
msa_Latn	seen	3929084		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/msa_Latn	yes	PASS	
swh_Latn	seen	95776		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/swh_Latn	yes	PASS	
kor_Hang	seen	6468444		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kor_Hang	yes	PASS	
ukr_Cyrl	seen	7462046		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/ukr_Cyrl	yes	PASS	
kir_Cyrl	seen	1397566		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kir_Cyrl	yes	PASS	
yid_Hebr	seen	220214		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/yid_Hebr	yes	PASS	
heb_Hebr	seen	18128962		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/heb_Hebr	yes	PASS	
nld_Latn	seen	25061426		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/nld_Latn	yes	PASS	
fry_Latn	seen	957422		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/fry_Latn	yes	PASS	
azb_Arab	seen	33758		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/azb_Arab	yes	PASS	
glg_Latn	seen	17852274		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/glg_Latn	yes	PASS	
fas_Arab	seen	18277593		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/fas_Arab	yes	PASS	
eng_Latn	seen	36122761		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/eng_Latn	yes	PASS	
mkd_Cyrl	seen	14717004		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/mkd_Cyrl	yes	PASS	
ind_Latn	seen	23018106		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/ind_Latn	yes	PASS	
por_Latn	seen	27824391		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/por_Latn	yes	PASS	
spa_Latn	seen	37286756		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/spa_Latn	yes	PASS	
dan_Latn	seen	19174573		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/dan_Latn	yes	PASS	
khm_Khmr	seen	590429		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/khm_Khmr	yes	PASS	
gla_Latn	seen	152563		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/gla_Latn	yes	PASS	
uig_Latn	seen	9637		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/uig_Latn	yes	PASS	
kat_Geor	seen	1004297		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kat_Geor	yes	PASS	
mlg_Latn	seen	3715802		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/mlg_Latn	yes	PASS	
snd_Arab	seen	488730		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/snd_Arab	yes	PASS	
ita_Latn	seen	23539857		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/ita_Latn	yes	PASS	
hau_Arab	seen	9593		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/hau_Arab	yes	PASS	
cym_Latn	seen	1244783		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/cym_Latn	yes	PASS	
srp_Latn	seen	18371769		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/srp_Latn	yes	PASS	
zho_Hani	seen	24143786		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/zho_Hani	yes	PASS	
tha_Thai	seen	7735209		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/tha_Thai	yes	PASS	
swe_Latn	seen	20725883		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/swe_Latn	yes	PASS	
pan_Guru	seen	29052537		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/pan_Guru	yes	PASS	
prs_Arab	seen	26823		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/prs_Arab	yes	PASS	
pes_Arab	seen	57511		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/pes_Arab	yes	PASS	
san_Latn	seen	25742		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/san_Latn	yes	PASS	
kaz_Cyrl	seen	12378727		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kaz_Cyrl	yes	PASS	
kur_Latn	seen	407169		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kur_Latn	yes	PASS	
mal_Mlym	seen	48098273		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/mal_Mlym	yes	PASS	
nep_Deva	seen	1317291		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/nep_Deva	yes	PASS	
gle_Latn	seen	7225513		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/gle_Latn	yes	PASS	
swa_Latn	seen	5989369		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/swa_Latn	yes	PASS	
som_Latn	seen	3916769		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/som_Latn	yes	PASS	
lit_Latn	seen	12479626		135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/lit_Latn	yes	PASS	
acu_Latn	unseen	5168	9.9832587	140832	140832	/home/axt/mnt2/jongha/v4_tokenizer/raw/acu_Latn	yes	PASS	
ake_Latn	unseen	5178	9.98905002	140914	140914	/home/axt/mnt2/jongha/v4_tokenizer/raw/ake_Latn	yes	PASS	
bsn_Latn	unseen	5063	9.92197097	139968	139968	/home/axt/mnt2/jongha/v4_tokenizer/raw/bsn_Latn	yes	PASS	
chr_Cher	unseen	5393	10.11171219	142645	142645	/home/axt/mnt2/jongha/v4_tokenizer/raw/chr_Cher	yes	PASS	
cop_Copt	unseen	5388	10.10889883	142605	142605	/home/axt/mnt2/jongha/v4_tokenizer/raw/cop_Copt	yes	PASS	
kbh_Latn	unseen	4505	9.58040817	135150	135150	/home/axt/mnt2/jongha/v4_tokenizer/raw/kbh_Latn	yes	PASS	
nhg_Latn	unseen	5267	10.04025099	141636	141636	/home/axt/mnt2/jongha/v4_tokenizer/raw/nhg_Latn	yes	PASS	
oji_Cans	unseen	5384	10.10664682	142573	142573	/home/axt/mnt2/jongha/v4_tokenizer/raw/oji_Cans	yes	PASS	
syr_Syrc	unseen	5376	10.10213928	142510	142510	/home/axt/mnt2/jongha/v4_tokenizer/raw/syr_Syrc	yes	PASS	
usp_Latn	unseen	5294	10.05566404	141854	141854	/home/axt/mnt2/jongha/v4_tokenizer/raw/usp_Latn	yes	PASS	
