task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
retrieval_bible	tur_Latn	tur	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	fra_Latn	fra	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	cat_Latn	cat	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	uig_Arab	uig	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	arb_Arab	arb	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	sqi_Latn	sqi	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	sin_Sinh	sin	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	msa_Latn	msa	head	yes	1	no	no	missing_local_materialization	evaluation/download_data/download/retrieval_bible
retrieval_bible	swh_Latn	swh	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	kor_Hang	kor	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	ukr_Cyrl	ukr	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	kir_Cyrl	kir	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	yid_Hebr	yid	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	heb_Hebr	heb	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	nld_Latn	nld	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	fry_Latn	fry	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	azb_Arab	azb	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	glg_Latn	glg	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	fas_Arab	fas	head	yes	1	no	no	missing_local_materialization	evaluation/download_data/download/retrieval_bible
retrieval_bible	eng_Latn	eng	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	mkd_Cyrl	mkd	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	ind_Latn	ind	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	por_Latn	por	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	spa_Latn	spa	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	dan_Latn	dan	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	khm_Khmr	khm	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	gla_Latn	gla	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	uig_Latn	uig	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	kat_Geor	kat	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	mlg_Latn	mlg	head	yes	1	no	no	missing_local_materialization	evaluation/download_data/download/retrieval_bible
retrieval_bible	snd_Arab	snd	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	ita_Latn	ita	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	hau_Arab	hau	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	cym_Latn	cym	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	srp_Latn	srp	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	zho_Hani	zho	head	yes	1	no	no	missing_local_materialization	evaluation/download_data/download/retrieval_bible
retrieval_bible	tha_Thai	tha	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	swe_Latn	swe	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	pan_Guru	pan	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	prs_Arab	prs	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	pes_Arab	pes	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	san_Latn	san	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	kaz_Cyrl	kaz	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	kur_Latn	kur	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	mal_Mlym	mal	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	nep_Deva	nep	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	gle_Latn	gle	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	swa_Latn	swa	head	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	som_Latn	som	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	lit_Latn	lit	head	yes	1	yes	yes	available	evaluation/download_data/download/retrieval_bible
retrieval_bible	fur_Latn	fur	v5_target	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	krc_Cyrl	krc	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	acm_Arab	acm	v5_target	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	dzo_Tibt	dzo	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	sat_Olck	sat	v5_target	no		no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	mad_Latn	mad	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	bam_Latn	bam	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	kjb_Latn	kjb	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	quw_Latn	quw	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
retrieval_bible	rap_Latn	rap	v5_target	yes	0	no	no	not_in_task_or_flag_zero	evaluation/download_data/download/retrieval_bible
