model_key	point_id	language_script	group	x	y	text_preview
v52_fvt_conv5way_step26000	p18	dtp_Latn	v5_target	-0.164469	-0.500535	Mamadil oku kama dau.
v52_fvt_conv5way_step26000	p19	eng_Latn	v5_target	-0.513773	0.144179	I'm gonna shoot him.
v52_fvt_conv5way_step26000	p20	dtp_Latn	v5_target	0.144209	-0.632172	Nokoumbal kou nokorongou diti tangon no?
v52_fvt_conv5way_step26000	p21	eng_Latn	v5_target	-0.452422	0.211731	Have you heard this story already?
v52_fvt_conv5way_step26000	p22	dtp_Latn	v5_target	0.066562	-0.612442	Obuli ko' daa lumisok kaka ri?
v52_fvt_conv5way_step26000	p23	eng_Latn	v5_target	-0.519360	0.181929	Can you keep a secret?
v52_fvt_conv5way_step26000	p24	dtp_Latn	v5_target	0.238664	-0.530324	Apagon gatang ilo piano nga lobi apagon gatang nogi iri korita.
v52_fvt_conv5way_step26000	p25	eng_Latn	v5_target	-0.350222	0.408865	A piano is expensive, but a car is more expensive.
v52_fvt_conv5way_step26000	p26	dtp_Latn	v5_target	-0.031543	-0.529948	Minsingilo' ko' nangku boros Inggilis?
v52_fvt_conv5way_step26000	p27	eng_Latn	v5_target	-0.460476	0.058565	Do you study English?
v52_fvt_conv5way_step26000	p28	dtp_Latn	v5_target	0.054977	-0.546064	Milo' oku daa mokianu kamus nu?
v52_fvt_conv5way_step26000	p29	eng_Latn	v5_target	-0.494647	0.019687	May I borrow your dictionary?
v52_fvt_conv5way_step26000	p30	dtp_Latn	v5_target	0.032284	-0.617555	Otopot toi maso id jam nu?
v52_fvt_conv5way_step26000	p31	eng_Latn	v5_target	-0.555869	0.056789	Is your watch correct?
v52_fvt_conv5way_step26000	p32	dtp_Latn	v5_target	0.417831	-0.524472	Tinantu i pososoriuk nopo tumau sompomogunan nga milo' gompion gisom do hatus toun tobontol.
v52_fvt_conv5way_step26000	p33	eng_Latn	v5_target	-0.260720	0.409946	Some scientists predict that the world oil reserves will be used up within a century.
v52_fvt_conv5way_step26000	p34	dtp_Latn	v5_target	-0.165549	-0.522015	Manu ko' do apol?
v52_fvt_conv5way_step26000	p35	eng_Latn	v5_target	-0.541716	0.124376	Do you like apples?
v52_fvt_conv5way_step26000	p36	dtp_Latn	v5_target	-0.259591	-0.510425	Mada oku dii.
v52_fvt_conv5way_step26000	p37	eng_Latn	v5_target	-0.460013	0.167375	I don't think so.
v52_fvt_conv5way_step26000	p38	dtp_Latn	v5_target	-0.329263	-0.509347	Olumis ilo wotik.
v52_fvt_conv5way_step26000	p39	eng_Latn	v5_target	-0.539565	0.158233	That's a pretty colour.
v52_fvt_conv5way_step26000	p40	dtp_Latn	v5_target	0.045423	-0.687069	Au oku nokoilo nunu o taakan ku kosodop.
v52_fvt_conv5way_step26000	p41	eng_Latn	v5_target	-0.420461	0.299278	I can't remember what I ate last night.
v52_fvt_conv5way_step26000	p42	dtp_Latn	v5_target	0.089318	-0.507311	Nokoumbal ko' minoi hilo'd Paris di gulu?
v52_fvt_conv5way_step26000	p43	eng_Latn	v5_target	-0.404074	0.219831	Have you ever been to Paris?
v52_fvt_conv5way_step26000	p44	dtp_Latn	v5_target	0.001185	-0.663239	Kikaraja isido dot oruhai sabaagi do mananaip.
v52_fvt_conv5way_step26000	p45	eng_Latn	v5_target	-0.357237	0.195376	She got a part-time job as a typist.
v52_fvt_conv5way_step26000	p46	dtp_Latn	v5_target	0.346448	-0.460918	Manahak nopo do tunturu tokoro nga onuan disio do tunturu ngai iso longon.
v52_fvt_conv5way_step26000	p47	eng_Latn	v5_target	-0.273639	0.470626	Give someone the little finger, and he will take the whole hand.
v52_fvt_conv5way_step26000	p48	dtp_Latn	v5_target	-0.253894	-0.562390	Muhot oku diya po toruhai kio.
v52_fvt_conv5way_step26000	p49	eng_Latn	v5_target	-0.445177	0.291903	I want to ask you one last favor.
v52_fvt_conv5way_step26000	p50	dtp_Latn	v5_target	0.088587	-0.489501	Ih singa nopo nga wowoyoon hiri'd gowuton.
v52_fvt_conv5way_step26000	p51	eng_Latn	v5_target	-0.363440	0.294249	The lion is the king of the jungle.
v52_fvt_conv5way_step26000	p52	dtp_Latn	v5_target	-0.291340	-0.518580	Au tagal tikit.
v52_fvt_conv5way_step26000	p53	eng_Latn	v5_target	-0.522994	0.049892	No tickets are needed.
v52_fvt_conv5way_step26000	p54	dtp_Latn	v5_target	-0.122413	-0.657140	Au tagal yahai ponongkiboros diolo.
v52_fvt_conv5way_step26000	p55	eng_Latn	v5_target	-0.456531	0.336582	We don't need to talk to them.
v52_fvt_conv5way_step26000	p56	dtp_Latn	v5_target	-0.194118	-0.579949	Nunu binoli nu?
v52_fvt_conv5way_step26000	p57	eng_Latn	v5_target	-0.490787	0.102453	What did you buy?
v52_fvt_conv5way_step26000	p58	dtp_Latn	v5_target	-0.244950	-0.597674	Obulou ilo tawan.
v52_fvt_conv5way_step26000	p59	eng_Latn	v5_target	-0.602414	0.033152	The sky is blue.
v52_fvt_conv5way_step26000	p60	dtp_Latn	v5_target	0.312798	-0.479102	Orohian nogi mintong do pulitik tulun Amorika kokomoi do timpu pomilian do pirisidion.
v52_fvt_conv5way_step26000	p61	eng_Latn	v5_target	-0.299767	0.423272	It's interesting to observe American politics, especially during a presidential election.
v52_fvt_conv5way_step26000	p62	dtp_Latn	v5_target	-0.225447	-0.492402	Iti nopo nga bunsiling di Mike.
v52_fvt_conv5way_step26000	p63	eng_Latn	v5_target	-0.481369	0.177268	This is Mike's bicycle.
v52_fvt_conv5way_step26000	p64	dtp_Latn	v5_target	0.508155	-0.418194	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_fvt_conv5way_step26000	p65	eng_Latn	v5_target	-0.125444	0.578571	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_fvt_conv5way_step26000	p66	dtp_Latn	v5_target	-0.131640	-0.462989	I Andi Smith songulun mongigia boros Inggilis?
v52_fvt_conv5way_step26000	p67	eng_Latn	v5_target	-0.462958	0.173714	Is Mrs. Smith an English teacher?
v52_fvt_conv5way_step26000	p68	dtp_Latn	v5_target	0.175590	-0.490676	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_fvt_conv5way_step26000	p69	eng_Latn	v5_target	-0.444520	0.210156	Tom drove Mary's car to Boston.
v52_fvt_conv5way_step26000	p70	dtp_Latn	v5_target	-0.092477	-0.593221	Nokuro tu apatut yahai maan dilo?
v52_fvt_conv5way_step26000	p71	eng_Latn	v5_target	-0.430532	0.321364	Why would we need to do that?
v52_fvt_conv5way_step26000	p72	dtp_Latn	v5_target	0.077888	-0.556608	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_fvt_conv5way_step26000	p73	eng_Latn	v5_target	-0.462726	0.271212	Tom should already be in Australia by now.
v52_fvt_conv5way_step26000	p74	dtp_Latn	v5_target	-0.264372	-0.564003	Maan oku do tosikap kio.
v52_fvt_conv5way_step26000	p75	eng_Latn	v5_target	-0.477689	-0.013292	I have to hurry!
v52_fvt_conv5way_step26000	p76	dtp_Latn	v5_target	-0.283932	-0.499162	Umbalan ku no koti.
v52_fvt_conv5way_step26000	p77	eng_Latn	v5_target	-0.569798	0.130022	I have to try.
v52_fvt_conv5way_step26000	p78	dtp_Latn	v5_target	-0.066566	-0.481656	Rongoho no sawo nu oi Tom.
v52_fvt_conv5way_step26000	p79	eng_Latn	v5_target	-0.527951	0.244441	Listen to your wife, Tom.
v52_fvt_conv5way_step26000	p80	dtp_Latn	v5_target	-0.088316	-0.636289	Atuukoi, iti nopo nga tangaraat nodi!
v52_fvt_conv5way_step26000	p81	eng_Latn	v5_target	-0.370313	0.237539	Oh my god, it's complete chaos!
v52_fvt_conv5way_step26000	p82	dtp_Latn	v5_target	-0.223652	-0.564914	Ongotumbayaan i toinsanan.
v52_fvt_conv5way_step26000	p83	eng_Latn	v5_target	-0.564156	0.246018	Everybody believes it.
v52_fvt_conv5way_step26000	p84	dtp_Latn	v5_target	-0.141987	-0.575090	Amu kopunong sisimbar nu.
v52_fvt_conv5way_step26000	p85	eng_Latn	v5_target	-0.594591	0.095848	Your answer is wrong.
v52_fvt_conv5way_step26000	p86	dtp_Latn	v5_target	-0.118891	-0.638330	Poopio ilo rinomos id labus.
v52_fvt_conv5way_step26000	p87	eng_Latn	v5_target	-0.467348	0.075406	Put the garbage outside.
v52_fvt_conv5way_step26000	p88	dtp_Latn	v5_target	-0.195716	-0.556080	Otopot ko diti?
v52_fvt_conv5way_step26000	p89	eng_Latn	v5_target	-0.531036	0.224217	Are you sure this is real?
v52_fvt_conv5way_step26000	p90	dtp_Latn	v5_target	-0.064611	-0.656691	Awasiu iti waig do tikanas.
v52_fvt_conv5way_step26000	p91	eng_Latn	v5_target	-0.582306	0.144942	This soup tastes good.
v52_fvt_conv5way_step26000	p92	dtp_Latn	v5_target	0.287886	-0.621616	Mamaraag i tongo injiniur dilo sunsuyon tu karaag dot oruhai.
v52_fvt_conv5way_step26000	p93	eng_Latn	v5_target	-0.265950	0.444093	The engineers blew up the bridge because it was about to collapse.
v52_fvt_conv5way_step26000	p94	dtp_Latn	v5_target	-0.134294	-0.654288	Honggo ko dii?
v52_fvt_conv5way_step26000	p95	eng_Latn	v5_target	-0.511396	0.077307	Where are you?
v52_fvt_conv5way_step26000	p96	dtp_Latn	v5_target	0.310157	-0.548356	Au oku milo wonsoyon dilo nga mogot daa haro uhupan di Tom.
v52_fvt_conv5way_step26000	p97	eng_Latn	v5_target	-0.377729	0.438720	I can't do that unless I have Tom's help.
v52_fvt_conv5way_step26000	p98	dtp_Latn	v5_target	0.044097	-0.655362	Kapatai matu iyau id onom tulan kangku daa.
v52_fvt_conv5way_step26000	p99	eng_Latn	v5_target	-0.461449	0.381603	I have expected his death for six months.
v52_fvt_conv5way_step26000	p100	dtp_Latn	v5_target	-0.069924	-0.607906	Olunggui oku om ohuyan i.
v52_fvt_conv5way_step26000	p101	eng_Latn	v5_target	-0.472533	0.058395	I'm broke and tired.
v52_fvt_conv5way_step26000	p102	dtp_Latn	v5_target	-0.194899	-0.532997	Mumang ko doho iyadaan?
v52_fvt_conv5way_step26000	p103	eng_Latn	v5_target	-0.484654	0.290933	Do you want me to leave?
v52_fvt_conv5way_step26000	p104	dtp_Latn	v5_target	-0.232206	-0.622435	Mintong oku po kalandor ku.
v52_fvt_conv5way_step26000	p105	eng_Latn	v5_target	-0.568551	0.095116	Let me check my calendar.
v52_fvt_conv5way_step26000	p106	dtp_Latn	v5_target	-0.186736	-0.541079	Mulau yahai kangku daa.
v52_fvt_conv5way_step26000	p107	eng_Latn	v5_target	-0.470624	0.290682	I think we're all a bit crazy.
v52_fvt_conv5way_step26000	p108	dtp_Latn	v5_target	-0.046317	-0.670179	Mongowit oku dau muli walai kama.
v52_fvt_conv5way_step26000	p109	eng_Latn	v5_target	-0.572175	0.202908	I should get him home.
v52_fvt_conv5way_step26000	p110	dtp_Latn	v5_target	0.020276	-0.547983	Kumoiso isio hiti'd gana'.
v52_fvt_conv5way_step26000	p111	eng_Latn	v5_target	-0.502103	0.188915	He was a pioneer in this field.
v52_fvt_conv5way_step26000	p112	dtp_Latn	v5_target	-0.096470	-0.709924	Au oku mokiuhup mantad dika.
v52_fvt_conv5way_step26000	p113	eng_Latn	v5_target	-0.502457	0.289656	I haven't asked you for help.
v52_fvt_conv5way_step26000	p114	dtp_Latn	v5_target	-0.149850	-0.514361	Nunu o mangan nu?
v52_fvt_conv5way_step26000	p115	eng_Latn	v5_target	-0.335204	0.301092	What do you think you're doing?
v52_fvt_conv5way_step26000	p116	dtp_Latn	v5_target	-0.075577	-0.568780	Nunu o tosorou nu?
v52_fvt_conv5way_step26000	p117	eng_Latn	v5_target	-0.459335	0.148903	What are you thinking?
v52_fvt_conv5way_step26000	p118	dtp_Latn	v5_target	-0.034720	-0.684668	Alansan no daa korongou ko.
v52_fvt_conv5way_step26000	p119	eng_Latn	v5_target	-0.506863	0.162537	I wish you'd listen.
v52_fvt_conv5way_step26000	p120	dtp_Latn	v5_target	-0.184682	-0.670751	Minaan oku do pomusarahan dot osinang.
v52_fvt_conv5way_step26000	p121	eng_Latn	v5_target	-0.509874	0.140443	I made a lucky guess.
v52_fvt_conv5way_step26000	p122	dtp_Latn	v5_target	0.097524	-0.597921	Miagal o Labit maya kawo o bongol om bosing.
v52_fvt_conv5way_step26000	p123	eng_Latn	v5_target	-0.240957	0.102365	Rabbits are related to beavers and squirrels.
v52_fvt_conv5way_step26000	p124	dtp_Latn	v5_target	-0.261768	-0.488567	Nunu ilo?
v52_fvt_conv5way_step26000	p125	eng_Latn	v5_target	-0.506269	0.088231	What is that?
v52_fvt_conv5way_step26000	p126	dtp_Latn	v5_target	-0.284100	-0.425545	Posik no.
v52_fvt_conv5way_step26000	p127	eng_Latn	v5_target	-0.431732	0.282389	It's time to get up.
v52_fvt_conv5way_step26000	p128	dtp_Latn	v5_target	0.156767	-0.641585	Aiso tulun milo poimpasi gisom do duo nahatus toun.
v52_fvt_conv5way_step26000	p129	eng_Latn	v5_target	-0.379068	0.312177	Nobody can live to be two hundred years old.
v52_fvt_conv5way_step26000	p130	dtp_Latn	v5_target	0.445931	-0.508932	Norongou oku dilo pomoinan nopo ti nga au mangasou pimbalajaran nu. Nga montok doho au milo.
v52_fvt_conv5way_step26000	p131	eng_Latn	v5_target	-0.229311	0.557570	I've noticed that having fun doesn't interfere at all with your studies. I just can't.
v52_fvt_conv5way_step26000	p132	dtp_Latn	v5_target	-0.043095	-0.561651	Momupu isido do gonob dau.
v52_fvt_conv5way_step26000	p133	eng_Latn	v5_target	-0.465063	0.009916	She washes her skirt.
v52_fvt_conv5way_step26000	p134	dtp_Latn	v5_target	0.384771	-0.365546	Nung kosorou oku diri tootopot nga pinapadagang i Tom do korita dau kumaa di Mary do gatang 500 Dollar nopo.
v52_fvt_conv5way_step26000	p135	eng_Latn	v5_target	-0.254231	0.451642	If I remember correctly, Tom sold his car to Mary for only 500 dollars.
v52_fvt_conv5way_step26000	p136	dtp_Latn	v5_target	-0.028631	-0.540808	Maai no awi ti.
v52_fvt_conv5way_step26000	p137	eng_Latn	v5_target	-0.434625	0.171406	Let's end this.
v52_fvt_conv5way_step26000	p138	dtp_Latn	v5_target	-0.014888	-0.575705	Au noukab po Tatoeba.org tu haro kinoundaran.
v52_fvt_conv5way_step26000	p139	eng_Latn	v5_target	-0.434975	-0.090482	Tatoeba.org is offline for maintenance.
v52_fvt_conv5way_step26000	p140	dtp_Latn	v5_target	-0.095191	-0.568079	Osonong no maan nu dilo.
v52_fvt_conv5way_step26000	p141	eng_Latn	v5_target	-0.426601	0.279265	You'd be good at it.
v52_fvt_conv5way_step26000	p142	dtp_Latn	v5_target	0.024841	-0.687800	Obuli oku mamalanja dokoyu do tiinumon?
v52_fvt_conv5way_step26000	p143	eng_Latn	v5_target	-0.535091	0.217749	Can I offer you a drink?
v52_fvt_conv5way_step26000	p144	dtp_Latn	v5_target	-0.115383	-0.456329	I tanak ti nopo nga tanak ku.
v52_fvt_conv5way_step26000	p145	eng_Latn	v5_target	-0.581139	0.119476	This boy is my son.
v52_fvt_conv5way_step26000	p146	dtp_Latn	v5_target	0.073402	-0.635141	Au yau noilaan kaka yoku nopo nga i tulun Gipun.
v52_fvt_conv5way_step26000	p147	eng_Latn	v5_target	-0.419324	0.388236	She doesn't know that I'm Japanese.
v52_fvt_conv5way_step26000	p148	dtp_Latn	v5_target	0.024026	-0.691599	Somoonu yahai kopibooboros dilo kawagu.
v52_fvt_conv5way_step26000	p149	eng_Latn	v5_target	-0.402733	0.315926	I'd rather discuss this at a later time.
v52_fvt_conv5way_step26000	p150	dtp_Latn	v5_target	-0.208563	-0.477464	Orohian i Ania do kompiuto.
v52_fvt_conv5way_step26000	p151	eng_Latn	v5_target	-0.573848	0.112868	Ania is interested in computers.
v52_fvt_conv5way_step26000	p152	dtp_Latn	v5_target	0.036047	-0.454608	Napatai i Tom id toun 2013 tu toruol do Pneumonia.
v52_fvt_conv5way_step26000	p153	eng_Latn	v5_target	-0.354056	-0.041085	Tom died in 2013 of pneumonia.
v52_fvt_conv5way_step26000	p154	dtp_Latn	v5_target	-0.077327	-0.702578	Apatut ko popoundaliu dilo?
v52_fvt_conv5way_step26000	p155	eng_Latn	v5_target	-0.522029	0.195652	Will I have to move?
v52_fvt_conv5way_step26000	p156	dtp_Latn	v5_target	-0.042989	-0.374115	Iman-imanon ku nopo nga mongugusap.
v52_fvt_conv5way_step26000	p157	eng_Latn	v5_target	-0.464155	0.299453	My aim is to be a doctor.
v52_fvt_conv5way_step26000	p158	dtp_Latn	v5_target	-0.179860	-0.516006	Milo' oku mambarai baino?
v52_fvt_conv5way_step26000	p159	eng_Latn	v5_target	-0.497777	0.044508	Can I order now?
v52_fvt_conv5way_step26000	p160	dtp_Latn	v5_target	-0.089079	-0.641977	Milo' oku mambarai lo tiso?
v52_fvt_conv5way_step26000	p161	eng_Latn	v5_target	-0.465515	-0.056912	Can I order one?
v52_fvt_conv5way_step26000	p162	dtp_Latn	v5_target	-0.126528	-0.657538	Maan oku awasi kumaa Tom bo.
v52_fvt_conv5way_step26000	p163	eng_Latn	v5_target	-0.467835	0.196814	I'll be good to Tom.
v52_fvt_conv5way_step26000	p164	dtp_Latn	v5_target	0.066878	-0.547760	A'haro duo susumikul hiti'd kalas dinondo.
v52_fvt_conv5way_step26000	p165	eng_Latn	v5_target	-0.512523	0.073412	Two students are absent today.
v52_fvt_conv5way_step26000	p166	dtp_Latn	v5_target	0.054413	-0.533689	Haro isai milo' monguhup doho?
v52_fvt_conv5way_step26000	p167	eng_Latn	v5_target	-0.451831	0.185655	Can someone help me?
v52_fvt_conv5way_step26000	p168	dtp_Latn	v5_target	-0.152471	-0.539099	Milo' oku moboros montok Tom.
v52_fvt_conv5way_step26000	p169	eng_Latn	v5_target	-0.581531	0.106059	I can speak to Tom.
v52_fvt_conv5way_step26000	p170	dtp_Latn	v5_target	0.004282	-0.555795	Milo' ko' mangandad maya doho.
v52_fvt_conv5way_step26000	p171	eng_Latn	v5_target	-0.565442	0.196996	You can stay with me.
v52_fvt_conv5way_step26000	p172	dtp_Latn	v5_target	-0.020644	-0.476977	Milo' ko' mangandad maya dahai.
v52_fvt_conv5way_step26000	p173	eng_Latn	v5_target	-0.505790	0.173505	You can stay with us.
v52_fvt_conv5way_step26000	p174	dtp_Latn	v5_target	-0.098084	-0.556757	Nokokito do Tom kangku daa.
v52_fvt_conv5way_step26000	p175	eng_Latn	v5_target	-0.575166	-0.011448	I bet it was Tom.
v52_fvt_conv5way_step26000	p176	dtp_Latn	v5_target	-0.046415	-0.477235	Milo' ko' moboros montok Tom.
v52_fvt_conv5way_step26000	p177	eng_Latn	v5_target	-0.555698	0.165971	You can talk to Tom.
v52_fvt_conv5way_step26000	p178	dtp_Latn	v5_target	-0.132032	-0.527171	Milo' otumbayaan kaka i Tom?
v52_fvt_conv5way_step26000	p179	eng_Latn	v5_target	-0.472780	-0.099502	Can Tom be trusted?
v52_fvt_conv5way_step26000	p180	dtp_Latn	v5_target	-0.135553	-0.631204	Ingkuro no maan i Tom dilo?
v52_fvt_conv5way_step26000	p181	eng_Latn	v5_target	-0.491277	0.105112	How can Tom do that?
v52_fvt_conv5way_step26000	p182	dtp_Latn	v5_target	-0.122670	-0.570438	Kasaga' tokou maan dilo?
v52_fvt_conv5way_step26000	p183	eng_Latn	v5_target	-0.520118	0.075489	Can we afford that?
v52_fvt_conv5way_step26000	p184	dtp_Latn	v5_target	-0.156047	-0.547330	Kasaga' tokou maan diti?
v52_fvt_conv5way_step26000	p185	eng_Latn	v5_target	-0.546188	0.115100	Can we afford this?
v52_fvt_conv5way_step26000	p186	dtp_Latn	v5_target	0.659355	-0.097916	Ruminikot iyahai mantad mogisuwai-suwai o bansa om boros, nga’ koinsanai dahai nosompuru id hontolon di miagal. Lobi’ ma
v52_fvt_conv5way_step26000	p187	eng_Latn	v5_target	0.084079	0.724572	We come from hundreds of ethnic and language backgrounds, yet we are united by common goals. Above all, we want to honor
v52_fvt_conv5way_step26000	p188	dtp_Latn	v5_target	-0.082722	-0.623410	Alaid oku au nokopikito diya!
v52_fvt_conv5way_step26000	p189	eng_Latn	v5_target	-0.381002	0.282324	I haven't seen you for so long!
v52_fvt_conv5way_step26000	p190	dtp_Latn	v5_target	0.127415	-0.495999	Haro no susumikul do poingirikau hilo om mogiakan-akan.
v52_fvt_conv5way_step26000	p191	eng_Latn	v5_target	-0.362908	0.352492	Some students were sitting on the bench and having lunch.
v52_fvt_conv5way_step26000	p192	dtp_Latn	v5_target	-0.280308	-0.559937	Hiti no pakarajaan ku.
v52_fvt_conv5way_step26000	p193	eng_Latn	v5_target	-0.472300	0.214699	That's where I work.
v52_fvt_conv5way_step26000	p194	dtp_Latn	v5_target	0.364508	-0.575715	Otopot nodi toilaan nu dot osonong, nga iri podi kaala tu osusa o momonsoi dilo.
v52_fvt_conv5way_step26000	p195	eng_Latn	v5_target	-0.215159	0.594738	It is true that yours is a good idea, but I am afraid it will be hard to put into practice.
v52_fvt_conv5way_step26000	p196	dtp_Latn	v5_target	0.140051	-0.627664	Nung yoho nopo diya nga au oku mongoi maan dilo.
v52_fvt_conv5way_step26000	p197	eng_Latn	v5_target	-0.299526	0.442183	If I were you, I wouldn't do a thing like that.
v52_fvt_conv5way_step26000	p198	dtp_Latn	v5_target	0.012888	-0.625739	Hinonggo oku milo' momoug?
v52_fvt_conv5way_step26000	p199	eng_Latn	v5_target	-0.439837	0.065734	Where can I wash up?
v52_fvt_conv5way_step26000	p200	dtp_Latn	v5_target	-0.169923	-0.537897	Tokou nga milo' korikot?
v52_fvt_conv5way_step26000	p201	ile_Latn	v5_target	-0.589160	0.111067	Tu es un bon medico.
v52_fvt_conv5way_step26000	p202	eng_Latn	v5_target	-0.517859	0.279785	You're a good doctor.
v52_fvt_conv5way_step26000	p203	ile_Latn	v5_target	-0.413996	-0.367854	It va evenir bentost.
v52_fvt_conv5way_step26000	p204	eng_Latn	v5_target	-0.498093	0.150584	It'll happen soon.
v52_fvt_conv5way_step26000	p205	ile_Latn	v5_target	-0.249198	-0.165581	Qualmen se lee ti-ci ideogramme?
v52_fvt_conv5way_step26000	p206	eng_Latn	v5_target	-0.359869	0.011147	How do you read this kanji?
v52_fvt_conv5way_step26000	p207	ile_Latn	v5_target	-0.384608	-0.281605	Quo significa PTA?
v52_fvt_conv5way_step26000	p208	eng_Latn	v5_target	-0.435120	0.026394	What does PTA mean?
v52_fvt_conv5way_step26000	p209	ile_Latn	v5_target	-0.336000	-0.541976	Yo ha perdit mi horloge.
v52_fvt_conv5way_step26000	p210	eng_Latn	v5_target	-0.595819	0.095217	I lost the watch.
v52_fvt_conv5way_step26000	p211	ile_Latn	v5_target	-0.302648	-0.469988	To va bentost changear.
v52_fvt_conv5way_step26000	p212	eng_Latn	v5_target	-0.470540	0.145022	That'll change soon.
v52_fvt_conv5way_step26000	p213	ile_Latn	v5_target	-0.475938	-0.340095	Li café es tre calid.
v52_fvt_conv5way_step26000	p214	eng_Latn	v5_target	-0.600375	0.115371	The coffee is very hot.
v52_fvt_conv5way_step26000	p215	ile_Latn	v5_target	-0.379765	-0.344677	Quo manca?
v52_fvt_conv5way_step26000	p216	eng_Latn	v5_target	-0.519184	0.053275	What is missing?
v52_fvt_conv5way_step26000	p217	ile_Latn	v5_target	-0.345355	-0.503393	Quant tu besona?
v52_fvt_conv5way_step26000	p218	eng_Latn	v5_target	-0.452429	0.178825	How much do you need?
v52_fvt_conv5way_step26000	p219	ile_Latn	v5_target	-0.368724	-0.249180	Nequí venit!
v52_fvt_conv5way_step26000	p220	eng_Latn	v5_target	-0.488388	-0.198262	No one came.
v52_fvt_conv5way_step26000	p221	ile_Latn	v5_target	-0.344970	-0.364583	Li gemelles assistet.
v52_fvt_conv5way_step26000	p222	eng_Latn	v5_target	-0.577937	-0.026366	The twins helped.
v52_fvt_conv5way_step26000	p223	ile_Latn	v5_target	-0.444650	-0.253545	Quant esset ta?
v52_fvt_conv5way_step26000	p224	eng_Latn	v5_target	-0.481747	0.157623	How many were there?
v52_fvt_conv5way_step26000	p225	ile_Latn	v5_target	-0.479468	-0.218952	Mi matre es un fémina.
v52_fvt_conv5way_step26000	p226	eng_Latn	v5_target	-0.599717	0.240654	My mother is a woman.
v52_fvt_conv5way_step26000	p227	ile_Latn	v5_target	-0.329170	-0.552686	Ti flor odora bon.
v52_fvt_conv5way_step26000	p228	eng_Latn	v5_target	-0.585838	0.100731	This flower smells nice.
v52_fvt_conv5way_step26000	p229	ile_Latn	v5_target	-0.261880	-0.175768	Li puella con li long puellas ta es Judith.
v52_fvt_conv5way_step26000	p230	eng_Latn	v5_target	-0.515892	0.279025	That girl who has long hair is Judy.
v52_fvt_conv5way_step26000	p231	ile_Latn	v5_target	-0.456978	-0.172458	Noi ne va haver un chance.
v52_fvt_conv5way_step26000	p232	eng_Latn	v5_target	-0.486926	0.204319	We won't stand a chance.
v52_fvt_conv5way_step26000	p233	ile_Latn	v5_target	-0.575147	-0.125486	Noi ne es un pare.
v52_fvt_conv5way_step26000	p234	eng_Latn	v5_target	-0.570424	0.172660	We're not a couple.
v52_fvt_conv5way_step26000	p235	ile_Latn	v5_target	-0.615251	-0.162434	Yo ne have un dom.
v52_fvt_conv5way_step26000	p236	eng_Latn	v5_target	-0.543307	0.263731	I don't have a house.
v52_fvt_conv5way_step26000	p237	ile_Latn	v5_target	-0.335855	-0.414229	Yo svimmat in li mare.
