metric	method	step	model_key	summary_group	score_name	score_value	languages	expected_tail_languages	tail_languages_scored	direction	status	source_file
roundtrip_alignment	xlmr_base	baseline	xlmr_base	all	accuracy	0.179009	77	dtp_Latn,xav_Latn,bam_Latn	bam_Latn,dtp_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/xlmr_base/summary.tsv;/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment_head/xlmr_base/summary.tsv
roundtrip_alignment	xlmr_large	baseline	xlmr_large	head	accuracy	0.136826	74	dtp_Latn,xav_Latn,bam_Latn		higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/xlmr_large/summary.tsv;/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment_head/xlmr_large/summary.tsv
roundtrip_alignment	xlmr_large	baseline	xlmr_large	tail	accuracy	0.026633	3	dtp_Latn,xav_Latn,bam_Latn	bam_Latn,dtp_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/xlmr_large/summary.tsv;/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment_head/xlmr_large/summary.tsv
roundtrip_alignment	xlmr_large	baseline	xlmr_large	all	accuracy	0.132532	77	dtp_Latn,xav_Latn,bam_Latn	bam_Latn,dtp_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/xlmr_large/summary.tsv;/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment_head/xlmr_large/summary.tsv
text_classification	xlmr_base	baseline	xlmr_base	head	macro_f1	0.592876	1			higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_base/summary.json
text_classification	xlmr_base	baseline	xlmr_base	tail	macro_f1		0			higher_is_better	not_applicable	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_base/summary.json
text_classification	xlmr_base	baseline	xlmr_base	all	macro_f1	0.592876	1			higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_base/summary.json
text_classification	xlmr_large	baseline	xlmr_large	head	macro_f1	0.729472	1			higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_large/summary.json
text_classification	xlmr_large	baseline	xlmr_large	tail	macro_f1		0			higher_is_better	not_applicable	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_large/summary.json
text_classification	xlmr_large	baseline	xlmr_large	all	macro_f1	0.729472	1			higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/xlmr_large/summary.json
ner	xlmr_base	baseline	xlmr_base	head	f1	0.622234	78	csb_Latn,lij_Latn,fur_Latn		higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_base/xlm-roberta-base/test_results.txt
ner	xlmr_base	baseline	xlmr_base	tail	f1	0.456640	3	csb_Latn,lij_Latn,fur_Latn	csb_Latn,fur_Latn,lij_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_base/xlm-roberta-base/test_results.txt
ner	xlmr_base	baseline	xlmr_base	all	f1	0.616101	81	csb_Latn,lij_Latn,fur_Latn	csb_Latn,fur_Latn,lij_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_base/xlm-roberta-base/test_results.txt
ner	xlmr_large	baseline	xlmr_large	head	f1	0.675131	78	csb_Latn,lij_Latn,fur_Latn		higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_large/xlm-roberta-large/test_results.txt
ner	xlmr_large	baseline	xlmr_large	tail	f1	0.538518	3	csb_Latn,lij_Latn,fur_Latn	csb_Latn,fur_Latn,lij_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_large/xlm-roberta-large/test_results.txt
ner	xlmr_large	baseline	xlmr_large	all	f1	0.670071	81	csb_Latn,lij_Latn,fur_Latn	csb_Latn,fur_Latn,lij_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/xlmr_large/xlm-roberta-large/test_results.txt
pos	xlmr_base	baseline	xlmr_base	head	f1	0.547887	88	xav_Latn,bam_Latn,lij_Latn		higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_base/xlm-roberta-base/test_results.txt
pos	xlmr_base	baseline	xlmr_base	tail	f1	0.281760	3	xav_Latn,bam_Latn,lij_Latn	bam_Latn,lij_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_base/xlm-roberta-base/test_results.txt
pos	xlmr_base	baseline	xlmr_base	all	f1	0.539113	91	xav_Latn,bam_Latn,lij_Latn	bam_Latn,lij_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_base/xlm-roberta-base/test_results.txt
pos	xlmr_large	baseline	xlmr_large	head	f1	0.554514	88	xav_Latn,bam_Latn,lij_Latn		higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_large/xlm-roberta-large/test_results.txt
pos	xlmr_large	baseline	xlmr_large	tail	f1	0.231247	3	xav_Latn,bam_Latn,lij_Latn	bam_Latn,lij_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_large/xlm-roberta-large/test_results.txt
pos	xlmr_large	baseline	xlmr_large	all	f1	0.543857	91	xav_Latn,bam_Latn,lij_Latn	bam_Latn,lij_Latn,xav_Latn	higher_is_better	complete	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/xlmr_large/xlm-roberta-large/test_results.txt
