task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
ner	isl_Latn	isl	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	ori_Orya	ori	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	afr_Latn	afr	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	deu_Latn	deu	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	urd_Arab	urd	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	bul_Cyrl	bul	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	tgl_Latn	tgl	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	eus_Latn	eus	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	pol_Latn	pol	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	lat_Latn	lat	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	tur_Latn	tur	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	fra_Latn	fra	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	cat_Latn	cat	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	uig_Arab	uig	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	arb_Arab	arb	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	sqi_Latn	sqi	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	sin_Sinh	sin	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	msa_Latn	msa	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	swh_Latn	swh	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	kor_Hang	kor	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	ukr_Cyrl	ukr	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	kir_Cyrl	kir	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	yid_Hebr	yid	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	heb_Hebr	heb	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	nld_Latn	nld	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	fry_Latn	fry	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	azb_Arab	azb	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	glg_Latn	glg	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	fas_Arab	fas	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	eng_Latn	eng	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	mkd_Cyrl	mkd	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	ind_Latn	ind	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	por_Latn	por	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	spa_Latn	spa	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	dan_Latn	dan	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	khm_Khmr	khm	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	gla_Latn	gla	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	uig_Latn	uig	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	kat_Geor	kat	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	mlg_Latn	mlg	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	snd_Arab	snd	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	ita_Latn	ita	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	hau_Arab	hau	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	cym_Latn	cym	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	srp_Latn	srp	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	zho_Hani	zho	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	tha_Thai	tha	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	swe_Latn	swe	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	pan_Guru	pan	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	prs_Arab	prs	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	pes_Arab	pes	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	san_Latn	san	head	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	kaz_Cyrl	kaz	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	kur_Latn	kur	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	mal_Mlym	mal	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	nep_Deva	nep	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	gle_Latn	gle	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	swa_Latn	swa	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	som_Latn	som	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	lit_Latn	lit	head	yes	1	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	dtp_Latn	dtp	v5_target	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	xav_Latn	xav	v5_target	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	bam_Latn	bam	v5_target	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	csb_Latn	csb	v5_target	yes	0	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	ile_Latn	ile	v5_target	no		no	no	not_in_task_or_flag_zero	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	lij_Latn	lij	v5_target	yes	0	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
ner	fur_Latn	fur	v5_target	yes	0	yes	yes	available	/home/axt/jongha/Glot500-py39-eval/evaluation/download_data/download/ner
