language_script	example_id	words	chars	base_tokens	target_tokens	delta_tokens	base_tokens_per_word	target_tokens_per_word	delta_tokens_per_word	base_single_char_tokens	target_single_char_tokens	base_byte_tokens	target_byte_tokens	target_new_tokens	target_base_tokens	base_unk_tokens	target_unk_tokens	text_preview	base_token_preview	target_token_preview
dzo_Tibt	10	2	30	6	13	7	3.0	6.5	3.5	1	3	0	0	10	3	0	0	མཐའ་མཇུག་གི་བྱ་བ་ འབད་བཤོལ་འབད་	▁ མཐའ་མཇུག་གི་བྱ་བ་ ▁ འབད་བཤ ོ ལ་འབད་	▁ མཐའ་ མཇུག་ གི་ བྱ་ བ་ ▁ འབད་ བ ཤ ོ ལ་ འབད་
dzo_Tibt	11	1	9	2	7	5	2.0	7.0	5.0	0	4	0	0	6	1	0	0	གེརེ་ན་ཌ།	▁ གེརེ་ན་ཌ།	▁ ག ེ རེ་ ན་ ཌ །
dzo_Tibt	12	2	67	10	18	8	5.0	9.0	4.0	3	2	0	0	16	2	0	0	གཟུགས་བརྙན་སྒོ་སྒྲིག་འདི་ གཟུགས་བརྙན་བཀྲམ་སྟོན་གྱི་ཚད་ལུ་ཕབ་ལེན་འབད།	▁ གཟུགས་བརྙན་སྒ ོ ་སྒྲིག་འདི་ ▁ གཟུགས་བརྙན་བ ཀ ྲམ་སྟ ོ ན་གྱི་ཚད་ལུ་ཕབ་ལེན་འབད།	▁ གཟུགས་བརྙན་ སྒོ་ སྒྲིག་ འདི་ ▁ གཟུགས་བརྙན་ བ ཀྲ མ་ སྟོན་ གྱི་ ཚད་ ལུ་ ཕ བ་ ལེན་ འབད།
dzo_Tibt	13	8	153	27	57	30	3.375	7.125	3.75	6	9	0	0	46	11	0	0	High Gothic གི་ནང་ སྒྲིང་ཁྱིམ་འགོ་དང་པ་འདི་ར་ པེ་རིསི་གི་ལྷོ་ཕྱོགས་ཁ་ཐུག་ལུ་གནས་བསྐོརཔ་ཚུ་གི་དོན་ལས་ ལྷ་ཁང་རྩ་ཆེ་ཤོས་ཅིག་ཨིན་མི་ Chartres ཡེ་ཤུའི་ལྷ་ཁང་འདི་ཨིན།	▁High ▁Goth ic ▁ གི་ནང་ ▁ སྒྲིང་ཁྱིམ་འག ོ ་དང་པ་འདི་ར་ ▁ པེ་རིསི་གི་ལྷ ོ ་ཕྱ ོ གས་ཁ་ཐུག་ལུ་གནས་བསྐ ོ རཔ་ཚུ་གི་ད ོ ན་ལས་ ▁ ལྷ་ཁང་རྩ་ཆེ་ཤ ོ ས་ཅིག་ཨིན་མི་ ▁Chart res ▁ ཡེ་ཤུའི་ལྷ་ཁང་འདི་ཨིན།	▁High ▁Goth ic ▁ གི་ ནང་ ▁ སྒྲི ང་ ཁྱིམ་ འ གོ་ དང་ པ་ འདི་ ར་ ▁ པ ེ་ རི སི་ གི་ ལྷ ོ་ ཕྱོགས་ ཁ་ ཐ ུག་ ལུ་ གནས་ བ སྐ ོ ར པ་ ཚུ་གི་ དོན་ ལས་ ▁ ལྷ་ཁང་ རྩ་ ཆེ་ ཤོས་ ཅིག་ ཨིན་ མི་ ▁Chart res ▁ ཡ ེ་ ཤ ུ འི་ ལྷ་ཁང་ འདི་ ཨིན།
dzo_Tibt	14	1	25	12	16	4	12.0	16.0	4.0	7	9	0	0	13	3	0	0	རྩེདམོ་ལོག་འགོ་བཙུགས།(_R)	▁ རྩེདམ ོ ་ལ ོ ག་འག ོ ་བཙུགས། ( _ R )	▁ རྩ ེ ད མོ་ ལོག་ འ གོ་ བ ཙ ུ ག ས། (_ R )
dzo_Tibt	15	1	47	2	11	9	2.0	11.0	9.0	0	0	0	0	10	1	0	0	སྲུང་བཞག་འབད་ནི་ལུ་རྣམ་གྲངས་འདི་ཚུ་སེལ་འཐུ་འབད།	▁ སྲུང་བཞག་འབད་ནི་ལུ་རྣམ་གྲངས་འདི་ཚུ་སེལ་འཐུ་འབད།	▁ སྲུང་ བཞག་ འབད་ནི་ ལུ་ རྣམ་ གྲངས་ འདི་ ཚུ་ སེལ་འཐུ་ འབད།
dzo_Tibt	16	9	191	40	85	45	4.444444444444445	9.444444444444445	5.0	12	25	0	0	76	9	0	0	སྡེ་སྲིད་མཆོག་ སྤྱི་ལོ་ ༡༨༦༡ གི་ལོ་ལུ་ གསོལ་ཐབ་ཐིམ་ཕུག་ལུ་ཕེབས་པའི་ཤུལ་ལུ་ ནད་གཞི་དྲག་པོ་ཅིག་ཟུན་ཏེ་ དྲག་ར་མ་བཏུབ་ལས་ སྡེ་ཁྲི་ལས་དགོངས་ཞུ་མཛད་དེ་ ཡུན་མ་རིངམོ་ཅིག་གི་ཤུལ་ལས་ར་དགོ...	▁ སྡེ་སྲིད་མཆ ོ ག་ ▁ སྤྱི་ལ ོ ་ ▁ ༡༨༦༡ ▁ གི་ལ ོ ་ལུ་ ▁ གས ོ ལ་ཐབ་ཐིམ་ཕུག་ལུ་ཕེབས་པའི་ཤུལ་ལུ་ ▁ ནད་གཞི་དྲག་པ ོ ་ཅིག་ཟུན་ཏེ་ ▁ དྲག་ར་མ་བཏུབ་ལས་ ▁ སྡེ་ཁྲི་ལས་དག ོ ངས་ཞུ་མཛད་དེ་ ▁ ཡུན་མ་རིངམ ོ ་ཅིག་གི་ཤུལ་ལས་ར་དག ོ ངས་པ་རྫ ོ གས་ས ོ ་ནུག་ག ོ །།	▁སྡེ་སྲིད་ མཆོག་ ▁སྤྱི་ལོ་ ▁ ༡ ༨ ༦ ༡ ▁ གི་ ལོ་ ལུ་ ▁ ག སོ ལ་ ཐ བ་ ཐ ི མ་ ཕ ུག་ ལུ་ ཕ ེ བས་ པའི་ ཤུལ་ ལུ་ ▁ ན ད་ གཞི་ དྲ ག་ པོ་ ཅིག་ ཟ ུ ན་ ཏེ་ ▁ དྲ ག་ ར་ མ་ བཏུབ་ ལས་ ▁ སྡེ་ ཁྲི་ ལས་ དགོ ངས་ ཞུ་ མཛད་ དེ་ ▁ ཡ ུ ན་ མ་ རི ང མོ་ ཅིག་ གི་ ཤུལ་ ལས་ ར་ དགོ ངས་ པ་ ར ྫ ོ གས་ སོ་ ནུག
dzo_Tibt	17	9	183	26	75	49	2.888888888888889	8.333333333333334	5.444444444444445	5	24	0	0	65	10	0	0	ནེསི་ཊེཌི་ཨེགསི་སར་བར་ (ཨེགསི་ནེསཊི)དེ་ མི་འཐོབ་པས་ ཡང་ཅིན་ ཇི་ཌི་ཨེམ་དེ་བྱང་ཉེས་སྦེ་ རིམ་སྒྲིག་འབད་འབདཝ་འོང་ནི་མས། ནེསི་ཊེཌི་ནང་བསྐྱོད་ལག་ལེན་འཐབ་ནི་ལུ་ ཨེགསི་ནེསཊི་ཐུམ་སྒྲིལ་ ...	▁ ནེསི་ཊེཌི་ཨེགསི་སར་བར་ ▁( ཨེགསི་ནེསཊི ) དེ་ ▁ མི་འཐ ོ བ་པས་ ▁ ཡང་ཅིན་ ▁ ཇི་ཌི་ཨེམ་དེ་བྱང་ཉེས་སྦེ་ ▁ རིམ་སྒྲིག་འབད་འབདཝ་འ ོ ང་ནི་མས། ▁ ནེསི་ཊེཌི་ནང་བསྐྱ ོ ད་ལག་ལེན་འཐབ་ནི་ལུ་ ▁ ཨེགསི་ནེསཊི་ཐུམ་སྒྲིལ་ ▁ གཞི་བཙུགས་འབད།	▁ ན ེ སི་ ཊ ེ ཌི་ ཨེགསི་ ས ར་ བར་ ▁( ཨེགསི་ ན ེ ས ཊི ) དེ་ ▁ མི་ འ ཐོབ་ པ ས་ ▁ ཡང་ ཅི ན་ ▁ ཇི་ ཌི་ ཨེམ་ དེ་ བྱང་ ཉ ེ ས་ སྦེ་ ▁ རིམ་ སྒྲིག་ འབད་ འབདཝ་ འོང་ ནི་ མ ས། ▁ ན ེ སི་ ཊ ེ ཌི་ ནང་ བ སྐྱ ོད་ ལག་ལེན་འཐབ་ ནི་ལུ་ ▁ ཨེགསི་ ན ེ ས ཊི་ ཐ ུམ་ སྒྲི ལ་ ▁ གཞི་ བཙུགས་ འབད།
dzo_Tibt	18	3	64	9	20	11	3.0	6.666666666666667	3.6666666666666665	1	3	0	0	16	4	0	0	སེལ་འཐུ་འབད་མི་འབྲེལ་ས་ཚུ་ སྣོད་འཛིན་གཞན་མི་ནང་ འདྲ་བཤུས་རྐྱབས་...	▁ སེལ་འཐུ་འབད་མི་འབྲེལ་ས་ཚུ་ ▁ སྣ ོ ད་འཛིན་གཞན་མི་ནང་ ▁ འདྲ་བཤུས་རྐྱབས་ ...	▁ སེལ་འཐུ་ འབད་མི་ འབྲེལ་ ས་ ཚུ་ ▁ སྣོད་འཛིན་ གཞན་ མི་ ནང་ ▁ འདྲ་ བ ཤ ུ ས་ རྐྱབ ས་ ...
dzo_Tibt	19	6	153	32	48	16	5.333333333333333	8.0	2.6666666666666665	10	7	0	0	29	19	0	0	གཟུགས་བརྙན་རེ་རེ་བཞིན་རིམ་པའི་ནང་བཞག་ནི་དང་ ཚེས་གྲངས་གུ་གསརཔ་བཟོཝ་ཨིན། ངེས་གཏན་མེད་པ་ཅིན་ wikipedia གློག་ཐོག་: &lt;http://www.wikipedia.orggt;གུ་འཚོལ་ཞིབ་འབད།	▁ གཟུགས་བརྙན་རེ་རེ་བཞིན་རིམ་པའི་ནང་བཞག་ནི་དང་ ▁ ཚེས་གྲངས་གུ་གསརཔ་བཟ ོ ཝ་ཨིན། ▁ ངེས་གཏན་མེད་པ་ཅིན་ ▁ wikipedia ▁ གླ ོ ག་ཐ ོ ག་ : ▁& lt ; http :// www . wikipedia . org gt ; གུ་འཚ ོ ལ་ཞིབ་འབད།	▁ གཟུགས་བརྙན་ རེ་ རེ་ བ ཞི ན་ རིམ་ པའི་ ནང་ བཞག་ ནི་དང་ ▁ ཚེས་ གྲངས་ གུ་ གསརཔ་ བཟོ ཝ་ ཨིན། ▁ ངེས་ གཏ ན་ མེད་ པ་ཅིན་ ▁ wikipedia ▁ གློག་ ཐོག་ : ▁& lt ; http :// www . wikipedia . org gt ; གུ་ འཚོལ་ ཞིབ་ འབད།
dzo_Tibt	20	2	53	25	28	3	12.5	14.0	1.5	18	15	0	0	11	17	0	0	-%C10-%C11-%O$tA ལས་སྦྱོར་འདི་ཧེ་མ་ལས་རང་གཡོག་བཀོལ་དོ་	▁- % C 10 - % C 11 - % O $ t A ▁ ལས་སྦྱ ོ ར་འདི་ཧེ་མ་ལས་རང་གཡ ོ ག་བ ཀ ོ ལ་ད ོ ་	▁- % C 10 - % C 11 - % O $ t A ▁ ལས་ སྦྱོར་ འདི་ ཧེ་མ་ ལས་ རང་ གཡོ ག་ བ ཀ ོ ལ་ དོ་
dzo_Tibt	21	11	258	40	94	54	3.6363636363636362	8.545454545454545	4.909090909090909	9	16	0	0	82	12	0	0	འདོད་ཆགས་དང་སེར་སྣ་འདི་ ང་བཅས་ར་དང་གཅིག་ཁར་ ཨ་རྟག་རང་སྡོད་ནི་ཨིན་རུང་ མི་མང་ཤོས་ཅིག་ལུ་ ཕན་ཐོགས་པའི་བསྒང་ལས་ མཉམ་འབྲེལ་གྱི་རང་བཞིན་ཅིག་འབད་ནི་འདི་གིས་ སེར་སྣ་སྐྱེད་སྡོདཔ་ལས་འདི་...	▁ འད ོ ད་ཆགས་དང་སེར་སྣ་འདི་ ▁ ང་བཅས་ར་དང་གཅིག་ཁར་ ▁ ཨ་རྟག་རང་སྡ ོ ད་ནི་ཨིན་རུང་ ▁ མི་མང་ཤ ོ ས་ཅིག་ལུ་ ▁ ཕན་ཐ ོ གས་པའི་བསྒང་ལས་ ▁ མཉམ་འབྲེལ་གྱི་རང་བཞིན་ཅིག་འབད་ནི་འདི་གིས་ ▁ སེར་སྣ་སྐྱེད་སྡ ོ དཔ་ལས་འདི་ ▁ དེ་སྦེ་འབད་མི་འདི་གིས་ ▁ དུས་ཡུན་ཐུང་ ཀ ུ་ཅིག་ནང་ ▁ ཁེ་ཕན་སྦ ོ མ་སྦེ་རང་ ▁ འབྱུང་ད ོ ་ཡ ོ དཔ་སྦེ་ཨིན་མས།	▁ འད ོད་ ཆ གས་ དང་ སེ ར་ ས ྣ ་ འདི་ ▁ ང་ བཅ ས་ ར་ དང་ གཅིག་ ཁར་ ▁ ཨ་ རྟ ག་ རང་ སྡོད་ ནི་ ཨིན་རུང་ ▁ མི་ མང་ ཤོས་ ཅིག་ ལུ་ ▁ ཕ ན་ ཐོ གས་ པའི་ བ སྒ ང་ ལས་ ▁ མཉམ་ འབྲེལ་ གྱི་ རང་བཞིན་ ཅིག་ འབད་ནི་ འདི་གིས་ ▁ སེ ར་ ས ྣ ་ སྐྱེ ད་ སྡ ོ དཔ་ ལས་ འདི་ ▁དེ་ སྦེ་ འབད་མི་ འདི་གིས་ ▁ དུས་ ཡ ུ ན་ ཐ ུང་ ཀ ུ་ ཅིག་ ནང་
dzo_Tibt	22	1	21	9	12	3	9.0	12.0	3.0	7	6	0	0	7	5	0	0	འགྲེལ་བཤད་ཐུང་ཀུ:(_d)	▁ འགྲེལ་བཤད་ཐུང་ ཀ ུ : ( _ d )	▁ འགྲ ེལ་ བཤད་ ཐ ུང་ ཀ ུ : (_ d )
dzo_Tibt	23	1	14	2	10	8	2.0	10.0	8.0	0	5	0	0	9	1	0	0	ཡན་ལག་ཅ་ཆས་ཚུ།	▁ ཡན་ལག་ཅ་ཆས་ཚུ།	▁ ཡ ན་ ལག་ ཅ ་ ཆ ས་ ཚུ །
dzo_Tibt	24	2	46	14	16	2	7.0	8.0	1.0	7	2	0	0	12	4	0	0	ལཱ་གི་ས་སྒོ་ཆ་མཉམ་ནང་ལས་ སྒོ་སྒྲིག་ཚུ་སྟོན།(_l)	▁ ལཱ་གི་ས་སྒ ོ ་ཆ་མཉམ་ནང་ལས་ ▁ སྒ ོ ་སྒྲིག་ཚུ་སྟ ོ ན། ( _ l )	▁ ལཱ་ གི་ ས་ སྒོ་ ཆ་ མཉམ་ ནང་ལས་ ▁ སྒོ་ སྒྲིག་ ཚུ་ སྟོན། (_ l )
dzo_Tibt	25	1	18	8	13	5	8.0	13.0	5.0	6	7	0	0	10	3	0	0	ཚོན་མདངས་བསྣར་(_S)	▁ ཚ ོ ན་མདངས་བསྣར་ ( _ S )	▁ ཚོ ན་ མ ད ངས་ བ ས ྣ ར་ (_ S )
dzo_Tibt	26	1	12	4	7	3	4.0	7.0	3.0	1	3	0	0	6	1	0	0	ལེན་ཛ་རོ་ཊི།	▁ ལེན་ཛ་ར ོ ་ཊི།	▁ ལེན་ ཛ ་ རོ་ ཊི །
dzo_Tibt	27	7	151	35	65	30	5.0	9.285714285714286	4.285714285714286	16	23	0	0	57	8	0	0	"ལོ་རྒྱུས་གེ་རའི་ནང་ལུ་ བརན་དོ་འདི་ ཁོ་རའི་བསློབ་སྟོན་པའི་ གྲོས་ཐག་འདི་གིས་ཙིགཔ་ཟ་སྟེ་ཡོད་རུང་རང་ ཨོན་དི་ཝ་ཀྲར་ཕོརཏ་ཟེར་མི་ནང་ལུ་ ལོག་སྟེ་ལཱ་གཅིག་ཁར་འབད་ནུག """	"▁ ལ ོ ་རྒྱུས་གེ་རའི་ནང་ལུ་ ▁ བརན་ད ོ ་འདི་ ▁ ཁ ོ ་རའི་བསླ ོ བ་སྟ ོ ན་པའི་ ▁ གྲ ོ ས་ཐག་འདི་གིས་ཙིགཔ་ཟ་སྟེ་ཡ ོ ད་རུང་རང་ ▁ ཨ ོ ན་དི་ཝ་ ཀ ྲར་ཕ ོ རཏ་ཟེར་མི་ནང་ལུ་ ▁ ལ ོ ག་སྟེ་ལཱ་གཅིག་ཁར་འབད་ནུག ▁"""	"▁ ལོ་ རྒྱ ུ ས་ ག ེ་ ར འི་ ནང་ལུ་ ▁བ ར ན་ དོ་ འདི་ ▁ ཁ ོ་ ར འི་ བ སློབ་ སྟོན་ པའི་ ▁ གྲ ོ ས་ ཐ ག་ འདི་གིས་ ཙ ི ག པ་ ཟ ་ སྟེ་ ཡོད་ རུང་ རང་ ▁ ཨ ོན་ ད ི་ ཝ་ ཀྲ ར་ ཕ ོ ར ཏ ་ ཟེར་མི་ ནང་ལུ་ ▁ ལོག་ སྟེ་ ལཱ་ གཅིག་ ཁར་ འབད་ ནུག ▁"""
