language_script	group	source_sentences	sampling_probability_pct	planned_samples	actual_samples	input_dir	exists_on_disk	status	notes
glg_Latn	seen	17852274		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/glg_Latn	yes	PASS	
fas_Arab	seen	18277593		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fas_Arab	yes	PASS	
eng_Latn	seen	36122761		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/eng_Latn	yes	PASS	
mkd_Cyrl	seen	14717004		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mkd_Cyrl	yes	PASS	
ind_Latn	seen	23018106		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ind_Latn	yes	PASS	
por_Latn	seen	27824391		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/por_Latn	yes	PASS	
spa_Latn	seen	37286756		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/spa_Latn	yes	PASS	
dan_Latn	seen	19174573		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/dan_Latn	yes	PASS	
khm_Khmr	seen	590429		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/khm_Khmr	yes	PASS	
gla_Latn	seen	152563		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/gla_Latn	yes	PASS	
uig_Latn	seen	9637		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/uig_Latn	yes	PASS	
kat_Geor	seen	1004297		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kat_Geor	yes	PASS	
mlg_Latn	seen	3715802		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mlg_Latn	yes	PASS	
snd_Arab	seen	488730		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/snd_Arab	yes	PASS	
ita_Latn	seen	23539857		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ita_Latn	yes	PASS	
hau_Arab	seen	9593		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/hau_Arab	yes	PASS	
cym_Latn	seen	1244783		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/cym_Latn	yes	PASS	
srp_Latn	seen	18371769		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/srp_Latn	yes	PASS	
zho_Hani	seen	24143786		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/zho_Hani	yes	PASS	
tha_Thai	seen	7735209		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/tha_Thai	yes	PASS	
swe_Latn	seen	20725883		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/swe_Latn	yes	PASS	
pan_Guru	seen	29052537		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pan_Guru	yes	PASS	
prs_Arab	seen	26823		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/prs_Arab	yes	PASS	
pes_Arab	seen	57511		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pes_Arab	yes	PASS	
san_Latn	seen	25742		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/san_Latn	yes	PASS	
kaz_Cyrl	seen	12378727		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kaz_Cyrl	yes	PASS	
kur_Latn	seen	407169		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kur_Latn	yes	PASS	
mal_Mlym	seen	48098273		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mal_Mlym	yes	PASS	
nep_Deva	seen	1317291		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/nep_Deva	yes	PASS	
gle_Latn	seen	7225513		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/gle_Latn	yes	PASS	
swa_Latn	seen	5989369		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/swa_Latn	yes	PASS	
som_Latn	seen	3916769		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/som_Latn	yes	PASS	
lit_Latn	seen	12479626		1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/lit_Latn	yes	PASS	
guj_Gujr	unseen	45738685	18.50075816	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/guj_Gujr	yes	PASS	
asm_Beng	unseen	1882353	7.10419289	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/asm_Beng	yes	PASS	
srp_Cyrl	unseen	3864091	8.81492512	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/srp_Cyrl	yes	PASS	
sun_Latn	unseen	2586011	7.81436215	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sun_Latn	yes	PASS	
zsm_Latn	unseen	859947	5.61624351	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/zsm_Latn	yes	PASS	
aze_Latn	unseen	46300705	18.56866602	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/aze_Latn	yes	PASS	
fil_Latn	unseen	33493255	16.84967896	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fil_Latn	yes	PASS	
bos_Latn	unseen	11014744	12.06970752	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/bos_Latn	yes	PASS	
dzo_Tibt	unseen	52732	2.4306739	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/dzo_Tibt	yes	PASS	
sat_Olck	unseen	39614	2.23079177	1	1	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sat_Olck	yes	PASS	
