language_script	group	source_sentences	sampling_probability_pct	planned_samples	actual_samples	input_dir	exists_on_disk	status	notes
hye_Armn	seen	1463123		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/hye_Armn	yes	PASS	
pus_Arab	seen	731992		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pus_Arab	yes	PASS	
som_Arab	seen	14199		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/som_Arab	yes	PASS	
kan_Knda	seen	41836495		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kan_Knda	yes	PASS	
isl_Latn	seen	19547941		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/isl_Latn	yes	PASS	
ori_Orya	seen	410827		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ori_Orya	yes	PASS	
afr_Latn	seen	5157787		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/afr_Latn	yes	PASS	
deu_Latn	seen	31015993		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/deu_Latn	yes	PASS	
urd_Arab	seen	6009594		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/urd_Arab	yes	PASS	
bul_Cyrl	seen	21823004		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/bul_Cyrl	yes	PASS	
tgl_Latn	seen	7411064		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/tgl_Latn	yes	PASS	
eus_Latn	seen	12775959		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/eus_Latn	yes	PASS	
pol_Latn	seen	19339945		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pol_Latn	yes	PASS	
lat_Latn	seen	1179913		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/lat_Latn	yes	PASS	
tur_Latn	seen	29184662		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/tur_Latn	yes	PASS	
fra_Latn	seen	39197581		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fra_Latn	yes	PASS	
cat_Latn	seen	8648271		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/cat_Latn	yes	PASS	
uig_Arab	seen	307302		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/uig_Arab	yes	PASS	
arb_Arab	seen	159884		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/arb_Arab	yes	PASS	
sqi_Latn	seen	5526836		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sqi_Latn	yes	PASS	
sin_Sinh	seen	7293178		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sin_Sinh	yes	PASS	
msa_Latn	seen	3929084		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/msa_Latn	yes	PASS	
swh_Latn	seen	95776		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/swh_Latn	yes	PASS	
kor_Hang	seen	6468444		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kor_Hang	yes	PASS	
ukr_Cyrl	seen	7462046		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ukr_Cyrl	yes	PASS	
kir_Cyrl	seen	1397566		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kir_Cyrl	yes	PASS	
yid_Hebr	seen	220214		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/yid_Hebr	yes	PASS	
heb_Hebr	seen	18128962		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/heb_Hebr	yes	PASS	
nld_Latn	seen	25061426		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/nld_Latn	yes	PASS	
fry_Latn	seen	957422		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fry_Latn	yes	PASS	
azb_Arab	seen	33758		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/azb_Arab	yes	PASS	
glg_Latn	seen	17852274		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/glg_Latn	yes	PASS	
fas_Arab	seen	18277593		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fas_Arab	yes	PASS	
eng_Latn	seen	36122761		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/eng_Latn	yes	PASS	
mkd_Cyrl	seen	14717004		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mkd_Cyrl	yes	PASS	
ind_Latn	seen	23018106		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ind_Latn	yes	PASS	
por_Latn	seen	27824391		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/por_Latn	yes	PASS	
spa_Latn	seen	37286756		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/spa_Latn	yes	PASS	
dan_Latn	seen	19174573		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/dan_Latn	yes	PASS	
khm_Khmr	seen	590429		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/khm_Khmr	yes	PASS	
gla_Latn	seen	152563		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/gla_Latn	yes	PASS	
uig_Latn	seen	9637		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/uig_Latn	yes	PASS	
kat_Geor	seen	1004297		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kat_Geor	yes	PASS	
mlg_Latn	seen	3715802		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mlg_Latn	yes	PASS	
snd_Arab	seen	488730		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/snd_Arab	yes	PASS	
ita_Latn	seen	23539857		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/ita_Latn	yes	PASS	
hau_Arab	seen	9593		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/hau_Arab	yes	PASS	
cym_Latn	seen	1244783		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/cym_Latn	yes	PASS	
srp_Latn	seen	18371769		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/srp_Latn	yes	PASS	
zho_Hani	seen	24143786		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/zho_Hani	yes	PASS	
tha_Thai	seen	7735209		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/tha_Thai	yes	PASS	
swe_Latn	seen	20725883		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/swe_Latn	yes	PASS	
pan_Guru	seen	29052537		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pan_Guru	yes	PASS	
prs_Arab	seen	26823		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/prs_Arab	yes	PASS	
pes_Arab	seen	57511		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/pes_Arab	yes	PASS	
san_Latn	seen	25742		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/san_Latn	yes	PASS	
kaz_Cyrl	seen	12378727		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kaz_Cyrl	yes	PASS	
kur_Latn	seen	407169		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/kur_Latn	yes	PASS	
mal_Mlym	seen	48098273		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/mal_Mlym	yes	PASS	
nep_Deva	seen	1317291		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/nep_Deva	yes	PASS	
gle_Latn	seen	7225513		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/gle_Latn	yes	PASS	
swa_Latn	seen	5989369		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/swa_Latn	yes	PASS	
som_Latn	seen	3916769		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/som_Latn	yes	PASS	
lit_Latn	seen	12479626		59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/lit_Latn	yes	PASS	
guj_Gujr	unseen	45738685	18.50075816	492799	492799	/home/axt/mnt2/jongha/v5_1_glot50010/raw/guj_Gujr	yes	PASS	
asm_Beng	unseen	1882353	7.10419289	189232	189232	/home/axt/mnt2/jongha/v5_1_glot50010/raw/asm_Beng	yes	PASS	
srp_Cyrl	unseen	3864091	8.81492512	234800	234800	/home/axt/mnt2/jongha/v5_1_glot50010/raw/srp_Cyrl	yes	PASS	
sun_Latn	unseen	2586011	7.81436215	208149	208149	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sun_Latn	yes	PASS	
zsm_Latn	unseen	859947	5.61624351	149598	149598	/home/axt/mnt2/jongha/v5_1_glot50010/raw/zsm_Latn	yes	PASS	
aze_Latn	unseen	46300705	18.56866602	494608	494608	/home/axt/mnt2/jongha/v5_1_glot50010/raw/aze_Latn	yes	PASS	
fil_Latn	unseen	33493255	16.84967896	448820	448820	/home/axt/mnt2/jongha/v5_1_glot50010/raw/fil_Latn	yes	PASS	
bos_Latn	unseen	11014744	12.06970752	321497	321497	/home/axt/mnt2/jongha/v5_1_glot50010/raw/bos_Latn	yes	PASS	
dzo_Tibt	unseen	52732	2.4306739	64745	64745	/home/axt/mnt2/jongha/v5_1_glot50010/raw/dzo_Tibt	yes	PASS	
sat_Olck	unseen	39614	2.23079177	59421	59421	/home/axt/mnt2/jongha/v5_1_glot50010/raw/sat_Olck	yes	PASS	
