language_script	example_id	words	chars	base_tokens	target_tokens	delta_tokens	base_tokens_per_word	target_tokens_per_word	delta_tokens_per_word	base_single_char_tokens	target_single_char_tokens	base_byte_tokens	target_byte_tokens	target_new_tokens	target_base_tokens	base_unk_tokens	target_unk_tokens	text_preview	base_token_preview	target_token_preview
dzo_Tibt	10	2	30	6	7	1	3.0	3.5	0.5	1	0	0	0	6	1	0	0	མཐའ་མཇུག་གི་བྱ་བ་ འབད་བཤོལ་འབད་	▁ མཐའ་མཇུག་གི་བྱ་བ་ ▁ འབད་བཤ ོ ལ་འབད་	▁མཐའ་ མཇུག་གི་ བྱ་བ་ ▁ འབད་ བཤོལ་ འབད་
dzo_Tibt	11	1	9	2	5	3	2.0	5.0	3.0	0	1	0	0	4	1	0	0	གེརེ་ན་ཌ།	▁ གེརེ་ན་ཌ།	▁ གེ རེ་ ན་ཌ །
dzo_Tibt	12	2	67	10	11	1	5.0	5.5	0.5	3	0	0	0	11	0	0	0	གཟུགས་བརྙན་སྒོ་སྒྲིག་འདི་ གཟུགས་བརྙན་བཀྲམ་སྟོན་གྱི་ཚད་ལུ་ཕབ་ལེན་འབད།	▁ གཟུགས་བརྙན་སྒ ོ ་སྒྲིག་འདི་ ▁ གཟུགས་བརྙན་བ ཀ ྲམ་སྟ ོ ན་གྱི་ཚད་ལུ་ཕབ་ལེན་འབད།	▁གཟུགས་བརྙན་ སྒོ་སྒྲིག་ འདི་ ▁གཟུགས་བརྙན་ བཀྲམ་སྟོན་ གྱི་ ཚད་ ལུ་ ཕབ་ ལེན་ འབད།
dzo_Tibt	13	8	153	27	30	3	3.375	3.75	0.375	6	1	0	0	25	5	0	0	High Gothic གི་ནང་ སྒྲིང་ཁྱིམ་འགོ་དང་པ་འདི་ར་ པེ་རིསི་གི་ལྷོ་ཕྱོགས་ཁ་ཐུག་ལུ་གནས་བསྐོརཔ་ཚུ་གི་དོན་ལས་ ལྷ་ཁང་རྩ་ཆེ་ཤོས་ཅིག་ཨིན་མི་ Chartres ཡེ་ཤུའི་ལྷ་ཁང་འདི་ཨིན།	▁High ▁Goth ic ▁ གི་ནང་ ▁ སྒྲིང་ཁྱིམ་འག ོ ་དང་པ་འདི་ར་ ▁ པེ་རིསི་གི་ལྷ ོ ་ཕྱ ོ གས་ཁ་ཐུག་ལུ་གནས་བསྐ ོ རཔ་ཚུ་གི་ད ོ ན་ལས་ ▁ ལྷ་ཁང་རྩ་ཆེ་ཤ ོ ས་ཅིག་ཨིན་མི་ ▁Chart res ▁ ཡེ་ཤུའི་ལྷ་ཁང་འདི་ཨིན།	▁High ▁Gothic ▁ གི་ནང་ ▁ སྒྲིང་ཁྱིམ་ འགོ་དང་པ་ འདི་ ར་ ▁པེ་ རི སི་གི་ ལྷོ་ཕྱོགས་ ཁ་ཐུག་ལུ་ གནས་ བསྐོ ར པ་ཚུ་ གི་དོན་ལས་ ▁ལྷ་ཁང་ རྩ་ ཆེ་ ཤོས་ ཅིག་ཨིན་མི་ ▁Chart res ▁ཡེ་ཤུ འི་ ལྷ་ཁང་ འདི་ཨིན།
dzo_Tibt	14	1	25	12	7	-5	12.0	7.0	-5.0	7	3	0	0	5	2	0	0	རྩེདམོ་ལོག་འགོ་བཙུགས།(_R)	▁ རྩེདམ ོ ་ལ ོ ག་འག ོ ་བཙུགས། ( _ R )	▁རྩེདམོ་ ལོག་ འགོ་བཙུགས ། (_ R )
dzo_Tibt	15	1	47	2	6	4	2.0	6.0	4.0	0	0	0	0	5	1	0	0	སྲུང་བཞག་འབད་ནི་ལུ་རྣམ་གྲངས་འདི་ཚུ་སེལ་འཐུ་འབད།	▁ སྲུང་བཞག་འབད་ནི་ལུ་རྣམ་གྲངས་འདི་ཚུ་སེལ་འཐུ་འབད།	▁ སྲུང་བཞག་འབད་ ནི་ལུ་ རྣམ་གྲངས་ འདི་ཚུ་ སེལ་འཐུ་འབད།
dzo_Tibt	16	9	191	40	50	10	4.444444444444445	5.555555555555555	1.1111111111111112	12	6	0	0	47	3	0	0	སྡེ་སྲིད་མཆོག་ སྤྱི་ལོ་ ༡༨༦༡ གི་ལོ་ལུ་ གསོལ་ཐབ་ཐིམ་ཕུག་ལུ་ཕེབས་པའི་ཤུལ་ལུ་ ནད་གཞི་དྲག་པོ་ཅིག་ཟུན་ཏེ་ དྲག་ར་མ་བཏུབ་ལས་ སྡེ་ཁྲི་ལས་དགོངས་ཞུ་མཛད་དེ་ ཡུན་མ་རིངམོ་ཅིག་གི་ཤུལ་ལས་ར་དགོ...	▁ སྡེ་སྲིད་མཆ ོ ག་ ▁ སྤྱི་ལ ོ ་ ▁ ༡༨༦༡ ▁ གི་ལ ོ ་ལུ་ ▁ གས ོ ལ་ཐབ་ཐིམ་ཕུག་ལུ་ཕེབས་པའི་ཤུལ་ལུ་ ▁ ནད་གཞི་དྲག་པ ོ ་ཅིག་ཟུན་ཏེ་ ▁ དྲག་ར་མ་བཏུབ་ལས་ ▁ སྡེ་ཁྲི་ལས་དག ོ ངས་ཞུ་མཛད་དེ་ ▁ ཡུན་མ་རིངམ ོ ་ཅིག་གི་ཤུལ་ལས་ར་དག ོ ངས་པ་རྫ ོ གས་ས ོ ་ནུག་ག ོ །།	▁སྡེ་སྲིད་མཆོག་ ▁སྤྱི་ལོ་ ▁ ༡༨ ༦ ༡ ▁གི་ ལོ་ལུ་ ▁ གསོལ་ ཐ བ་ ཐིམ་ཕུག་ ལུ་ ཕ ེབས་ པའི་ཤུལ་ལུ་ ▁ན ད་གཞི་ དྲག་ པོ་ ཅིག་ ཟ ུན་ ཏེ་ ▁དྲ ག་ར་ མ་བཏུབ་ ལས་ ▁སྡེ་ཁྲི་ ལས་ དགོངས་ ཞུ་ མཛད་ དེ་ ▁ ཡུན་ མ་ རིང མོ་ ཅིག་ གི་ཤུལ་ལས་ ར་ དགོངས་ པ་ རྫོགས་ སོ་ན ུག་ གོ །།
dzo_Tibt	17	9	183	26	43	17	2.888888888888889	4.777777777777778	1.8888888888888888	5	7	0	0	40	3	0	0	ནེསི་ཊེཌི་ཨེགསི་སར་བར་ (ཨེགསི་ནེསཊི)དེ་ མི་འཐོབ་པས་ ཡང་ཅིན་ ཇི་ཌི་ཨེམ་དེ་བྱང་ཉེས་སྦེ་ རིམ་སྒྲིག་འབད་འབདཝ་འོང་ནི་མས། ནེསི་ཊེཌི་ནང་བསྐྱོད་ལག་ལེན་འཐབ་ནི་ལུ་ ཨེགསི་ནེསཊི་ཐུམ་སྒྲིལ་ ...	▁ ནེསི་ཊེཌི་ཨེགསི་སར་བར་ ▁( ཨེགསི་ནེསཊི ) དེ་ ▁ མི་འཐ ོ བ་པས་ ▁ ཡང་ཅིན་ ▁ ཇི་ཌི་ཨེམ་དེ་བྱང་ཉེས་སྦེ་ ▁ རིམ་སྒྲིག་འབད་འབདཝ་འ ོ ང་ནི་མས། ▁ ནེསི་ཊེཌི་ནང་བསྐྱ ོ ད་ལག་ལེན་འཐབ་ནི་ལུ་ ▁ ཨེགསི་ནེསཊི་ཐུམ་སྒྲིལ་ ▁ གཞི་བཙུགས་འབད།	▁ན ེསི་ ཊེ ཌི་ ཨེགསི་ སར་བར་ ▁( ཨེགསི་ ནེ ས ཊི ) དེ་ ▁མི་ འཐོབ་ པ ས་ ▁ཡང་ཅིན་ ▁ཇི་ཌི་ཨེམ་ དེ་ བྱང་ ཉེ ས་ སྦེ་ ▁རིམ་སྒྲིག་ འབད་ འབདཝ་ འོང་ནི་མས། ▁ན ེསི་ ཊེ ཌི་ ནང་བསྐྱོད་ ལག་ལེན་འཐབ་ནི་ ལུ་ ▁ཨེགསི་ ནེ ས ཊི་ ཐུམ་སྒྲིལ་ ▁ གཞི་བཙུགས་ འབད།
dzo_Tibt	18	3	64	9	10	1	3.0	3.3333333333333335	0.3333333333333333	1	0	0	0	8	2	0	0	སེལ་འཐུ་འབད་མི་འབྲེལ་ས་ཚུ་ སྣོད་འཛིན་གཞན་མི་ནང་ འདྲ་བཤུས་རྐྱབས་...	▁ སེལ་འཐུ་འབད་མི་འབྲེལ་ས་ཚུ་ ▁ སྣ ོ ད་འཛིན་གཞན་མི་ནང་ ▁ འདྲ་བཤུས་རྐྱབས་ ...	▁སེལ་འཐུ་འབད་མི་ འབྲེལ་ས་ ཚུ་ ▁སྣོད་འཛིན་ གཞན་མི་ ནང་ ▁ འདྲ་བཤུས་ རྐྱབས་ ...
dzo_Tibt	19	6	153	32	36	4	5.333333333333333	6.0	0.6666666666666666	10	6	0	0	22	14	0	0	གཟུགས་བརྙན་རེ་རེ་བཞིན་རིམ་པའི་ནང་བཞག་ནི་དང་ ཚེས་གྲངས་གུ་གསརཔ་བཟོཝ་ཨིན། ངེས་གཏན་མེད་པ་ཅིན་ wikipedia གློག་ཐོག་: &lt;http://www.wikipedia.orggt;གུ་འཚོལ་ཞིབ་འབད།	▁ གཟུགས་བརྙན་རེ་རེ་བཞིན་རིམ་པའི་ནང་བཞག་ནི་དང་ ▁ ཚེས་གྲངས་གུ་གསརཔ་བཟ ོ ཝ་ཨིན། ▁ ངེས་གཏན་མེད་པ་ཅིན་ ▁ wikipedia ▁ གླ ོ ག་ཐ ོ ག་ : ▁& lt ; http :// www . wikipedia . org gt ; གུ་འཚ ོ ལ་ཞིབ་འབད།	▁གཟུགས་བརྙན་ རེ་རེ་ བཞིན་ རིམ་ པའི་ནང་ བཞག་ནི་ དང་ ▁ ཚེས་གྲངས་ གུ་ གསརཔ་ བཟོ ཝ་ཨིན། ▁ངེས་ གཏན་ མེད་ པ་ཅིན་ ▁wikipedia ▁གློག་ ཐོག་ : ▁& lt ; http :// www . wikipedia . org gt ; གུ་ འཚོལ་ཞིབ་ འབད།
dzo_Tibt	20	2	53	25	19	-6	12.5	9.5	-3.0	18	11	0	0	6	13	0	0	-%C10-%C11-%O$tA ལས་སྦྱོར་འདི་ཧེ་མ་ལས་རང་གཡོག་བཀོལ་དོ་	▁- % C 10 - % C 11 - % O $ t A ▁ ལས་སྦྱ ོ ར་འདི་ཧེ་མ་ལས་རང་གཡ ོ ག་བ ཀ ོ ལ་ད ོ ་	▁- % C 10- % C 11 - % O $ t A ▁ ལས་སྦྱོར་ འདི་ ཧེ་མ་ལས་རང་ གཡོག་བཀོལ་ དོ་
dzo_Tibt	21	11	258	40	55	15	3.6363636363636362	5.0	1.3636363636363635	9	2	0	0	51	4	0	0	འདོད་ཆགས་དང་སེར་སྣ་འདི་ ང་བཅས་ར་དང་གཅིག་ཁར་ ཨ་རྟག་རང་སྡོད་ནི་ཨིན་རུང་ མི་མང་ཤོས་ཅིག་ལུ་ ཕན་ཐོགས་པའི་བསྒང་ལས་ མཉམ་འབྲེལ་གྱི་རང་བཞིན་ཅིག་འབད་ནི་འདི་གིས་ སེར་སྣ་སྐྱེད་སྡོདཔ་ལས་འདི་...	▁ འད ོ ད་ཆགས་དང་སེར་སྣ་འདི་ ▁ ང་བཅས་ར་དང་གཅིག་ཁར་ ▁ ཨ་རྟག་རང་སྡ ོ ད་ནི་ཨིན་རུང་ ▁ མི་མང་ཤ ོ ས་ཅིག་ལུ་ ▁ ཕན་ཐ ོ གས་པའི་བསྒང་ལས་ ▁ མཉམ་འབྲེལ་གྱི་རང་བཞིན་ཅིག་འབད་ནི་འདི་གིས་ ▁ སེར་སྣ་སྐྱེད་སྡ ོ དཔ་ལས་འདི་ ▁ དེ་སྦེ་འབད་མི་འདི་གིས་ ▁ དུས་ཡུན་ཐུང་ ཀ ུ་ཅིག་ནང་ ▁ ཁེ་ཕན་སྦ ོ མ་སྦེ་རང་ ▁ འབྱུང་ད ོ ་ཡ ོ དཔ་སྦེ་ཨིན་མས།	▁ འདོད་ ཆགས་ དང་ སེ ར་ སྣ ་འདི་ ▁ང་བཅས་ ར་ དང་གཅིག་ཁར་ ▁ ཨ་རྟག་ རང་ སྡོད་ ནི་ ཨིན་རུང་ ▁མི་ མང་ཤོས་ཅིག་ ལུ་ ▁ ཕན་ཐོགས་ པའི་ བསྒང་ ལས་ ▁མཉམ་ འབྲེལ་གྱི་ རང་བཞིན་ ཅིག་ འབད་ནི་ འདི་གིས་ ▁སེ ར་ སྣ ་ སྐྱེད་ སྡོད པ་ལས་ འདི་ ▁ དེ་སྦེ་ འབད་མི་ འདི་གིས་ ▁དུས་ཡུན་ ཐུང་ ཀུ་ ཅིག་ནང་ ▁ཁ ེ་ཕ ན་ སྦོམ་སྦེ་ རང་ ▁འབྱུང་ དོ་ ཡོདཔ་སྦེ་ཨིན་མས།
dzo_Tibt	22	1	21	9	6	-3	9.0	6.0	-3.0	7	2	0	0	4	2	0	0	འགྲེལ་བཤད་ཐུང་ཀུ:(_d)	▁ འགྲེལ་བཤད་ཐུང་ ཀ ུ : ( _ d )	▁འགྲེལ་བཤད་ ཐུང་ ཀུ :(_ d )
dzo_Tibt	23	1	14	2	5	3	2.0	5.0	3.0	0	1	0	0	4	1	0	0	ཡན་ལག་ཅ་ཆས་ཚུ།	▁ ཡན་ལག་ཅ་ཆས་ཚུ།	▁ ཡན་ལག་ ཅ ་ཆས་ ཚུ།
dzo_Tibt	24	2	46	14	9	-5	7.0	4.5	-2.5	7	2	0	0	7	2	0	0	ལཱ་གི་ས་སྒོ་ཆ་མཉམ་ནང་ལས་ སྒོ་སྒྲིག་ཚུ་སྟོན།(_l)	▁ ལཱ་གི་ས་སྒ ོ ་ཆ་མཉམ་ནང་ལས་ ▁ སྒ ོ ་སྒྲིག་ཚུ་སྟ ོ ན། ( _ l )	▁ལཱ་ གི་ས་སྒོ་ ཆ་མཉམ་ ནང་ལས་ ▁སྒོ་སྒྲིག་ ཚུ་སྟོན། (_ l )
dzo_Tibt	25	1	18	8	10	2	8.0	10.0	2.0	6	3	0	0	7	3	0	0	ཚོན་མདངས་བསྣར་(_S)	▁ ཚ ོ ན་མདངས་བསྣར་ ( _ S )	▁ ཚོན་ མད ངས་ བ སྣ ར་ (_ S )
dzo_Tibt	26	1	12	4	5	1	4.0	5.0	1.0	1	1	0	0	4	1	0	0	ལེན་ཛ་རོ་ཊི།	▁ ལེན་ཛ་ར ོ ་ཊི།	▁ ལེན་ ཛ ་རོ་ ཊི།
dzo_Tibt	27	7	151	35	40	5	5.0	5.714285714285714	0.7142857142857143	16	7	0	0	38	2	0	0	"ལོ་རྒྱུས་གེ་རའི་ནང་ལུ་ བརན་དོ་འདི་ ཁོ་རའི་བསློབ་སྟོན་པའི་ གྲོས་ཐག་འདི་གིས་ཙིགཔ་ཟ་སྟེ་ཡོད་རུང་རང་ ཨོན་དི་ཝ་ཀྲར་ཕོརཏ་ཟེར་མི་ནང་ལུ་ ལོག་སྟེ་ལཱ་གཅིག་ཁར་འབད་ནུག """	"▁ ལ ོ ་རྒྱུས་གེ་རའི་ནང་ལུ་ ▁ བརན་ད ོ ་འདི་ ▁ ཁ ོ ་རའི་བསླ ོ བ་སྟ ོ ན་པའི་ ▁ གྲ ོ ས་ཐག་འདི་གིས་ཙིགཔ་ཟ་སྟེ་ཡ ོ ད་རུང་རང་ ▁ ཨ ོ ན་དི་ཝ་ ཀ ྲར་ཕ ོ རཏ་ཟེར་མི་ནང་ལུ་ ▁ ལ ོ ག་སྟེ་ལཱ་གཅིག་ཁར་འབད་ནུག ▁"""	"▁ ལོ་རྒྱུས་ གེ་ ར འི་ནང་ལུ་ ▁བར ན་ དོ་ འདི་ ▁ཁོ་རའི་ བ སློབ་ སྟོན་ པའི་ ▁གྲོས་ ཐག་ འདི་གིས་ ཙ ི གཔ་ ཟ ་སྟེ་ ཡོད་རུང་ རང་ ▁ཨོ ན་ དི་ ཝ་ ཀྲ ར་ ཕོ ར ཏ་ ཟེར་མི་ ནང་ལུ་ ▁ལོག་སྟེ་ ལཱ་ གཅིག་ཁར་ འབད་ནུག ▁"""
