id	selected_rank	oracle_rank	top1_chrfpp	selected_chrfpp	oracle_chrfpp	selected_delta_vs_top1	oracle_gain_vs_top1	gap_selected_to_oracle	selected_relation_vs_top1	selected_matches_oracle_rank	oracle_not_rank1	selected_source_overlap	top1_source_overlap	oracle_source_overlap	selected_len_ratio	top1_len_ratio	oracle_len_ratio	decision_label_for_10b	source	selected_matched_source	selected_candidate	top1_candidate	oracle_candidate	reference
b.JOH.19.31	2	2	15.859287	23.538422	23.538422	7.679135	7.679135	0.000000	better	true	true	0.181818	0.250000	0.181818	1.053763	0.317204	1.053763	SWAP_TO_RANK_2	The Jews therefore, because it was the preparation, that the bodies should not remain upon the cross on the sabbath day, (for that sabbath day was an high day,) besought Pilate that their legs might be broken, and that they might be taken away.	And the ruler of the synagogue answered with indignation, because that Jesus had healed on the sabbath day, and said unto the people, There are six days in which men ought to work: in them therefore come and be healed, and not on the sabbath day.	ⲀϤⲈⲢⲞⲨⲰ ⲆⲈ ⲚϪⲈⲠⲒⲀⲢⲬⲒⲤⲨⲚⲀⲄⲰⲄⲎ ⲈϤϪⲰⲚⲦ ϪⲈ ⲀⲒⲎⲤⲞⲨⲤ ⲈϤⲪⲀϦⲢⲒ ⲈⲢⲞⲤ ϦⲈⲚⲠⲤⲀⲂⲂⲀⲦⲞⲚ ⲚⲀϤϪⲰ ⲘⲘⲞⲤ ⲘⲠⲒⲘⲎϢ ϪⲈ 6- ⲚⲈϨⲞⲞⲨ ⲈⲦⲈⲤϢⲈ ⲚⲈⲢϨⲰⲂ ⲚϦⲎⲦⲞⲨ ⲚϦⲢⲎⲒ ⲞⲨⲚ ⲚϦⲎⲦⲞⲨ ⲀⲘⲰⲒⲚⲒ ⲚⲦⲞⲨⲈⲢⲪⲀϦⲢⲒ ⲈⲢⲰⲞⲨ ⲞⲨⲞϨ ϦⲈⲚⲠⲈϨⲞⲞⲨ ⲘⲠⲤⲀⲂⲂⲀⲦⲞⲚ ⲀⲚ.	ⲞⲨⲞϨ ⲚⲈⲞⲨⲈϨⲞⲞⲨ ⲠⲈ ⲘⲠⲀⲢⲀⲤⲔⲈⲨⲎ ⲞⲨⲞϨ ⲚⲈⲀ ϢⲰⲢⲠ ϢⲰⲠⲒ ⲘⲠⲤⲀⲂⲂⲀⲦⲞⲚ.	ⲀϤⲈⲢⲞⲨⲰ ⲆⲈ ⲚϪⲈⲠⲒⲀⲢⲬⲒⲤⲨⲚⲀⲄⲰⲄⲎ ⲈϤϪⲰⲚⲦ ϪⲈ ⲀⲒⲎⲤⲞⲨⲤ ⲈϤⲪⲀϦⲢⲒ ⲈⲢⲞⲤ ϦⲈⲚⲠⲤⲀⲂⲂⲀⲦⲞⲚ ⲚⲀϤϪⲰ ⲘⲘⲞⲤ ⲘⲠⲒⲘⲎϢ ϪⲈ 6- ⲚⲈϨⲞⲞⲨ ⲈⲦⲈⲤϢⲈ ⲚⲈⲢϨⲰⲂ ⲚϦⲎⲦⲞⲨ ⲚϦⲢⲎⲒ ⲞⲨⲚ ⲚϦⲎⲦⲞⲨ ⲀⲘⲰⲒⲚⲒ ⲚⲦⲞⲨⲈⲢⲪⲀϦⲢⲒ ⲈⲢⲰⲞⲨ ⲞⲨⲞϨ ϦⲈⲚⲠⲈϨⲞⲞⲨ ⲘⲠⲤⲀⲂⲂⲀⲦⲞⲚ ⲀⲚ.	ⲚⲒⲒⲞⲨⲆⲀⲒ ⲞⲨⲚ ⲈⲠⲒⲆⲎ ⲚⲈϮⲠⲀⲢⲀⲤⲔⲈⲨⲎ ⲦⲈ ϨⲒⲚⲀ ⲚⲦⲞⲨϢⲦⲈⲘⲞϨⲒ ⲚϪⲈⲚⲒⲤⲰⲘⲀ ϨⲒϪⲈⲚ ⲠⲒⲤⲦⲀⲨⲢⲞⲤ ⲘⲠⲤⲀⲂⲂⲀⲦⲞⲚ ⲚⲈⲞⲨⲚⲒϢϮ ⲄⲀⲢ ⲠⲈ ⲠⲒⲈϨⲞⲞⲨ ⲚⲦⲈⲠⲒⲤⲀⲂⲂⲀⲦⲞⲚ ⲈⲦⲈⲘⲘⲀⲨ ⲀⲨϮϨⲞ ⲈⲠⲒⲖⲀⲦⲞⲤ ϨⲒⲚⲀ ⲚⲦⲞⲨⲔⲰϢ ⲚⲚⲞⲨⲔⲈⲖⲒ ⲞⲨⲞϨ ⲚⲦⲞⲨⲞⲖⲞⲨ.
b.JOH.19.32	1	4	13.996115	13.996115	23.074348	0.000000	9.078233	9.078233	tie	false	true	0.240000	0.240000	0.193548	0.674157	0.674157	1.629213	SWAP_TO_RANK_4	Then came the soldiers, and brake the legs of the first, and of the other which was crucified with him.	Then were there two thieves crucified with him, one on the right hand, and another on the left.	ⲦⲞⲦⲈ ⲀⲨⲈϢ ⲔⲈⲤⲞⲚⲒ ⲂⲚⲈⲘⲀϤ ⲞⲨⲀⲒ ⲤⲀⲦⲈϤⲞⲨⲒⲚⲀⲘ ⲚⲈⲘ ⲞⲨⲀⲒ ⲤⲀⲦⲈϤϪⲀϬⲎ.	ⲦⲞⲦⲈ ⲀⲨⲈϢ ⲔⲈⲤⲞⲚⲒ ⲂⲚⲈⲘⲀϤ ⲞⲨⲀⲒ ⲤⲀⲦⲈϤⲞⲨⲒⲚⲀⲘ ⲚⲈⲘ ⲞⲨⲀⲒ ⲤⲀⲦⲈϤϪⲀϬⲎ.	ⲞⲨⲞϨ ⲈⲦⲀⲨⲒ ⲈϪⲈⲚ ⲠⲒⲘⲀ ⲈⲦⲞⲨⲘⲞⲨϮ ⲈⲢⲞϤ ϪⲈ ⲠⲒⲔⲢⲀⲚⲒⲞⲚ ⲀⲨⲀϢϤ ⲘⲘⲀⲨ ⲚⲈⲘ ⲚⲒⲔⲀⲔⲞⲨⲢⲄⲞⲤ ⲞⲨⲀⲒ ⲘⲈⲚ ⲤⲀⲞⲨⲒⲚⲀⲘ ⲞⲨⲀⲒ ⲆⲈ ⲤⲀϪⲀϬⲎ ⲀⲨⲪⲰϢ ⲆⲈ ⲚⲚⲈϤϨⲂⲰⲤ ⲈϨⲢⲀⲨ ⲀⲨϨⲒⲰⲠ ⲈⲢⲰⲞⲨ.	ⲀⲨⲒ ⲞⲨⲚ ⲚϪⲈⲚⲒⲘⲀⲦⲞⲒ ⲞⲨⲞϨ ⲠⲒϨⲞⲨⲒⲦ ⲘⲈⲚ ⲀⲨⲔⲰϢ ⲚⲚⲈϤⲔⲈⲖⲒ ⲞⲨⲞϨ ⲀⲨⲔⲰϢ ⲚⲚⲀ ⲠⲒⲔⲈⲞⲨⲀⲒ ⲈⲦⲀⲨⲀϢϤ ⲚⲈⲘⲀϤ.
b.JOH.19.33	2	2	15.570162	30.037442	30.037442	14.467280	14.467280	0.000000	better	true	true	0.333333	0.300000	0.333333	1.353846	1.461538	1.353846	SWAP_TO_RANK_2	But when they came to Jesus, and saw that he was dead already, they brake not his legs:	And when they came to Jesus, they besought him instantly, saying, That he was worthy for whom he should do this:	ⲚⲐⲰⲞⲨ ⲆⲈ ⲈⲦⲀⲨⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲀⲨϮϨⲞ ⲈⲢⲞϤ ⲤⲠⲞⲨⲆⲈⲰⲤ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ϤⲈⲘⲠϢⲀ ⲚϪⲈⲪⲎ ⲈⲦⲈⲔⲚⲀⲈⲢ ⲪⲀⲒ ⲚⲀϤ.	ⲞⲨⲞϨ ⲈⲦⲈⲘⲠⲞⲨϪⲈⲘ ⲠⲈϤⲤⲰⲘⲀ ⲀⲨⲒ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲚⲀⲨ ⲈⲞⲨⲞⲨⲰⲚϨ ⲚⲦⲈϨⲀⲚⲀⲄⲄⲈⲖⲞⲤ ⲚⲎ ⲈⲦϪⲰ ⲘⲘⲞⲤ ⲈⲢⲞϤ ϪⲈ ϤⲞⲚϦ	ⲚⲐⲰⲞⲨ ⲆⲈ ⲈⲦⲀⲨⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲀⲨϮϨⲞ ⲈⲢⲞϤ ⲤⲠⲞⲨⲆⲈⲰⲤ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ϤⲈⲘⲠϢⲀ ⲚϪⲈⲪⲎ ⲈⲦⲈⲔⲚⲀⲈⲢ ⲪⲀⲒ ⲚⲀϤ.	ⲈⲦⲀⲨⲒ ⲆⲈ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲀⲨϪⲈⲘϤ ϨⲎⲆⲎ ⲀϤⲞⲨⲰ ⲈϤⲘⲞⲨ ⲘⲠⲞⲨⲔⲰϢ ⲚⲚⲈϤⲔⲈⲖⲒ ⲚⲐⲞϤ.
b.JOH.19.34	6	2	16.415141	24.235099	24.236231	7.819958	7.821090	0.001132	better	false	true	0.147059	0.133333	0.115385	1.510638	0.946809	0.744681	SWAP_TO_RANK_2	But one of the soldiers with a spear pierced his side, and forthwith came there out blood and water.	And all the city was moved, and the people ran together: and they took Paul, and drew him out of the temple: and forthwith the doors were shut.	ⲀⲤⲔⲒⲘ ⲆⲈ ⲚϪⲈϮⲠⲞⲖⲒⲤ ⲦⲎⲢⲤ ⲞⲨⲞϨ ⲀϤϢⲰⲠⲒ ⲚϪⲈⲞⲨϬⲞϪⲒ ⲚⲦⲈⲠⲒⲖⲀⲞⲤ ⲦⲎⲢϤ ⲈⲨⲤⲞⲠ ⲞⲨⲞϨ ⲈⲦⲀⲨⲀⲘⲀϨⲒ ⲘⲠⲀⲨⲖⲞⲤ ⲀⲨⲤⲞⲔϤ ⲈⲂⲞⲖ ϦⲈⲚⲠⲒⲈⲢⲪⲈⲒ ⲞⲨⲞϨ ⲤⲀⲦⲞⲦⲞⲨ ⲀⲨⲘⲀϢⲐⲀⲘ ⲚⲚⲒⲢⲰⲞⲨ	ⲦⲞⲦⲈ ⲚⲒⲘⲀⲦⲞⲒ ⲚⲦⲈⲠⲒϨⲎⲄⲈⲘⲰⲚ ⲀⲨⲈⲖ ⲒⲎⲤⲞⲨⲤ ⲈϦⲞⲨⲚ ⲈⲠⲒⲠⲢⲈⲦⲰⲢⲒⲞⲚ ⲀⲨⲐⲰⲞⲨϮ ⲚϮⲤⲠⲒⲢⲀ ⲦⲎⲢⲤ ⲈϨⲢⲎⲒ ⲈϪⲰϤ.	ⲞⲨⲞϨ ⲤⲀⲦⲞⲦϤ ⲀϤⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲠⲈϪⲀϤ ⲚⲀϤ ϪⲈ ⲬⲈⲢⲈ ⲢⲀⲂⲂⲒ ⲞⲨⲞϨ ⲀϤϮ ⲚⲞⲨⲪⲒ ⲈⲢⲰϤ.	ⲀⲖⲖⲀ ⲞⲨⲀⲒ ⲈⲂⲞⲖ ϦⲈⲚⲚⲒⲘⲀⲦⲞⲒ ⲀϤⲐⲞⲨⲜ ⲘⲠⲈϤⲤⲪⲒⲢ ⲚⲦⲈϤⲖⲞⲄⲬⲎ ⲞⲨⲞϨ ⲤⲀⲦⲞⲦϤ ⲀϤⲒ ⲈⲂⲞⲖ ⲚϪⲈⲞⲨⲘⲰⲞⲨ ⲚⲈⲘ ⲞⲨⲤⲚⲞϤ.
b.JOH.19.35	1	1	30.568036	30.568036	30.568036	0.000000	0.000000	0.000000	tie	true	false	0.193548	0.193548	0.193548	0.908333	0.908333	0.908333	KEEP_TOP1	And he that saw it bare record, and his record is true: and he knoweth that he saith true, that ye might believe.	Demetrius hath good report of all men, and of the truth itself: yea, and we also bear record; and ye know that our record is true.	ⲀⲨⲈⲢⲘⲈⲐⲢⲈ ⲚⲆⲒⲘⲎⲦⲢⲒⲞⲤ ϨⲒⲦⲈⲚ ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲚⲈⲘ ϨⲒⲦⲈⲚ ⲐⲘⲎⲒ ⲞⲨⲞϨ ⲀⲚⲞⲚ ⲦⲈⲚⲈⲢⲘⲈⲐⲢⲈ ⲞⲨⲞϨ ⲔⲤⲰⲞⲨⲚ ϪⲈ ⲦⲈⲚⲘⲈⲦⲘⲈⲐⲢⲈ ⲞⲨⲘⲎⲒ ⲦⲈ	ⲀⲨⲈⲢⲘⲈⲐⲢⲈ ⲚⲆⲒⲘⲎⲦⲢⲒⲞⲤ ϨⲒⲦⲈⲚ ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲚⲈⲘ ϨⲒⲦⲈⲚ ⲐⲘⲎⲒ ⲞⲨⲞϨ ⲀⲚⲞⲚ ⲦⲈⲚⲈⲢⲘⲈⲐⲢⲈ ⲞⲨⲞϨ ⲔⲤⲰⲞⲨⲚ ϪⲈ ⲦⲈⲚⲘⲈⲦⲘⲈⲐⲢⲈ ⲞⲨⲘⲎⲒ ⲦⲈ	ⲀⲨⲈⲢⲘⲈⲐⲢⲈ ⲚⲆⲒⲘⲎⲦⲢⲒⲞⲤ ϨⲒⲦⲈⲚ ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲚⲈⲘ ϨⲒⲦⲈⲚ ⲐⲘⲎⲒ ⲞⲨⲞϨ ⲀⲚⲞⲚ ⲦⲈⲚⲈⲢⲘⲈⲐⲢⲈ ⲞⲨⲞϨ ⲔⲤⲰⲞⲨⲚ ϪⲈ ⲦⲈⲚⲘⲈⲦⲘⲈⲐⲢⲈ ⲞⲨⲘⲎⲒ ⲦⲈ	ⲞⲨⲞϨ ⲪⲎ ⲈⲦⲀϤⲚⲀⲨ ⲀϤⲈⲢⲘⲈⲐⲢⲈ ⲞⲨⲞϨ ⲞⲨⲘⲎⲒ ⲦⲈ ⲦⲈϤⲘⲈⲦⲘⲈⲐⲢⲈ ⲞⲨⲞϨ ⲚⲐⲞϤ ϨⲰϤ ⲪⲎ ⲈⲦⲈⲘⲘⲀⲨ ϤⲈⲘⲒ ϪⲈ ⲀϤϪⲈ ⲘⲈⲐⲘⲎⲒ ϨⲒⲚⲀ ⲚⲐⲰⲦⲈⲚ ⲚⲦⲈⲦⲈⲚⲚⲀϨϮ.
b.JOH.19.36	3	1	39.278231	29.993673	39.278231	-9.284558	0.000000	9.284558	worse	false	false	0.233333	0.200000	0.200000	1.532258	0.854839	0.854839	KEEP_TOP1	For these things were done, that the scripture should be fulfilled, A bone of him shall not be broken.	But all this was done, that the scriptures of the prophets might be fulfilled. Then all the disciples forsook him, and fled.	ⲪⲀⲒ ⲆⲈ ⲦⲎⲢϤ ⲀϤϢⲰⲠⲒ ϨⲒⲚⲀ ⲚⲦⲞⲨϪⲰⲔ ⲈⲂⲞⲖ ⲚϪⲈⲚⲒⲄⲢⲀⲪⲎ ⲚⲦⲈⲚⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲦⲞⲦⲈ ⲚⲒⲘⲀⲐⲎⲦⲎⲤ ⲦⲎⲢⲞⲨ ⲀⲨⲬⲀϤ ⲀⲨⲪⲰⲦ.	ⲠⲰⲤ ⲞⲨⲚ ⲚⲦⲈϮⲄⲢⲀⲪⲎ ϪⲰⲔ ⲈⲂⲞⲖ ϪⲈ ⲠⲀⲒⲢⲎϮ ⲠⲈⲦⲤϢⲈ ⲚⲦⲈⲤϢⲰⲠⲒ.	ⲠⲰⲤ ⲞⲨⲚ ⲚⲦⲈϮⲄⲢⲀⲪⲎ ϪⲰⲔ ⲈⲂⲞⲖ ϪⲈ ⲠⲀⲒⲢⲎϮ ⲠⲈⲦⲤϢⲈ ⲚⲦⲈⲤϢⲰⲠⲒ.	ⲚⲀⲒ ⲄⲀⲢ ⲀⲨϢⲰⲠⲒ ϨⲒⲚⲀ ⲚⲦⲈϮⲄⲢⲀⲪⲎ ϪⲰⲔ ⲈⲂⲞⲖ ϪⲈ ⲞⲨⲔⲀⲤ ⲚⲦⲀϤ ⲚⲚⲞⲨⲔⲀϢϤ.
b.JOH.19.37	1	3	23.283969	23.283969	32.240836	0.000000	8.956867	8.956867	tie	false	true	0.263158	0.263158	0.080000	1.200000	1.200000	1.900000	SWAP_TO_RANK_3	And again another scripture saith, They shall look on him whom they pierced.	For the scripture saith, Whosoever believeth on him shall not be ashamed.	ⲤϪⲰ ⲄⲀⲢ ⲘⲘⲞⲤ ⲚϪⲈϮⲄⲢⲀⲪⲎ ϪⲈ ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲈⲐⲚⲀϨϮ ⲈⲢⲞϤ ⲚⲚⲈϤϬⲒϢⲒⲠⲒ.	ⲤϪⲰ ⲄⲀⲢ ⲘⲘⲞⲤ ⲚϪⲈϮⲄⲢⲀⲪⲎ ϪⲈ ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲈⲐⲚⲀϨϮ ⲈⲢⲞϤ ⲚⲚⲈϤϬⲒϢⲒⲠⲒ.	ϢⲀⲚ ⲦⲈⲦⲈⲚⲈⲘⲒ ⲀⲚ ϪⲈ ⲀⲢⲈ ϮⲄⲢⲀⲪⲎ ϪⲰ ⲘⲘⲞⲤ ⲈⲪⲖⲎⲞⲨ ⲒⲈ ϦⲈⲚⲞⲨⲪⲐⲞⲚⲞⲤ ϤϬⲒϢϢⲰⲞⲨ ⲚϪⲈⲠⲒⲠⲚⲈⲨⲘⲀⲪⲎ ⲈⲦϢⲞⲠ ⲚϦⲎⲦⲈⲚ	ⲞⲨⲞϨ ⲠⲀⲖⲒⲚ ϮⲄⲢⲀⲪⲎ ϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲈⲨⲈⲚⲀⲨ ⲈⲪⲎ ⲈⲦⲀⲨⲐⲞⲔⲤϤ.
b.JOH.19.38	1	1	21.076290	21.076290	21.076290	0.000000	0.000000	0.000000	tie	true	false	0.189189	0.189189	0.189189	0.355856	0.355856	0.355856	KEEP_TOP1	And after this Joseph of Arimathaea, being a disciple of Jesus, but secretly for fear of the Jews, besought Pilate that he might take away the body of Jesus: and Pilate gave him leave. He came therefore, and took the body of Jesus.	He went to Pilate, and begged the body of Jesus. Then Pilate commanded the body to be delivered.	ⲪⲀⲒ ⲈⲦⲀϤⲒ ϨⲀ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲈⲢⲈⲦⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲦⲞⲦⲈ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲞⲨⲀϨⲤⲀϨⲚⲒ ⲈⲦⲎⲒϤ.	ⲪⲀⲒ ⲈⲦⲀϤⲒ ϨⲀ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲈⲢⲈⲦⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲦⲞⲦⲈ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲞⲨⲀϨⲤⲀϨⲚⲒ ⲈⲦⲎⲒϤ.	ⲪⲀⲒ ⲈⲦⲀϤⲒ ϨⲀ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲈⲢⲈⲦⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲦⲞⲦⲈ ⲠⲒⲖⲀⲦⲞⲤ ⲀϤⲞⲨⲀϨⲤⲀϨⲚⲒ ⲈⲦⲎⲒϤ.	ⲘⲈⲚⲈⲚⲤⲀ ⲚⲀⲒ ⲆⲈ ⲀϤⲒ ⲚϪⲈⲒⲰⲤⲎⲪ ⲠⲒⲢⲈⲘⲀⲢⲒⲘⲀⲐⲈⲀⲤ ⲀϤϮϨⲞ ⲈⲠⲒⲖⲀⲦⲞⲤ ⲈⲞⲨⲘⲀⲐⲎ ⲦⲎⲤ ϨⲰϤ ⲠⲈ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲚⲀϤⲬⲎⲠ ⲆⲈ ⲠⲈ ⲈⲐⲂⲈ ⲦϨⲞϮ ⲚⲚⲒⲒⲞⲨⲆⲀⲒ ϨⲒⲚⲀ ⲚⲦⲈϤⲰⲖⲒ ⲘⲠⲒⲤⲰⲘⲀ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲞⲨⲞϨ ⲀϤⲞⲨⲀϨⲤⲀϨⲚⲒ ⲚϪⲈⲠⲒⲖⲀⲦⲞⲤ ⲈⲦⲎⲒϤ ⲀϤⲒ ⲞⲨⲚ ⲞⲨⲞϨ ⲀϤⲰⲖⲒ ⲘⲠⲒⲤⲰⲘⲀ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ.
b.JOH.19.39	7	5	14.037341	17.009085	19.766973	2.971744	5.729632	2.757888	better	false	true	0.102041	0.125000	0.200000	1.609524	0.561905	0.695238	SWAP_TO_RANK_5	And there came also Nicodemus, which at the first came to Jesus by night, and brought a mixture of myrrh and aloes, about an hundred pound weight.	The same shall drink of the wine of the wrath of God, which is poured out without mixture into the cup of his indignation; and he shall be tormented with fire and brimstone in the presence of the holy angels, and in the presence of the Lamb:	ⲚⲐⲞϤ ⲈⲐⲚⲀⲤⲰ ⲈⲂⲞⲖ ϦⲈⲚⲠⲒⲎⲢⲠ ⲚⲦⲈⲠⲈⲘⲂⲞⲚ ⲘⲪⲚⲞⲨϮ ⲪⲎ ⲈⲦⲐⲎⲦ ⲚⲎⲢⲠ ⲚⲀⲔⲢⲀⲦⲞⲚ ϦⲈⲚⲠⲒⲀⲪⲞⲦ ⲚⲦⲈⲠⲈϤϪⲰⲚⲦ ⲞⲨⲞϨ ⲈⲨⲈⲈⲢⲂⲀⲤⲀⲚⲒⲌⲒⲚ ⲘⲘⲰⲞⲨ ϦⲈⲚⲞⲨⲬⲢⲰⲘ ⲚⲈⲘ ⲞⲨⲐⲎⲚ ⲘⲠⲈⲘⲐⲞ ⲚⲚⲒⲀⲄⲄⲈⲖⲞⲤ ⲚⲈⲘ ⲠⲈⲘⲐⲞ ⲘⲠⲒϨⲒⲎⲂ.	ⲀϤⲒ ⲆⲈ ⲚϪⲈⲠⲒϨⲞⲨⲒⲦ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲠⲀϬⲞⲒⲤ ⲀⲠⲈⲔⲈⲘⲚⲀ ⲀϤⲈⲢ ⲒⲚⲈⲘⲚⲀ.	ⲦⲞⲦⲈ ⲀⲨⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲈⲂⲞⲖ ϦⲈⲚⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲚϪⲈϨⲀⲚⲪⲀⲢⲒⲤⲈⲞⲤ ⲚⲈⲘ ϨⲀⲚⲤⲀϦ ⲈⲨϪⲰ ⲘⲘⲞⲤ.	ⲀϤⲒ ⲆⲈ ϨⲰϤ ⲚϪⲈⲚⲒⲔⲞⲆⲎⲘⲞⲤ ⲪⲎ ⲈⲦⲀϤⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲚϪⲰⲢϨ ⲚϢⲞⲢⲠ ⲈⲞⲨⲞⲚ ⲞⲨⲘⲒⲄⲘⲀ ⲚⲦⲞⲦϤ ⲞⲨϢⲀⲖ ⲚⲈⲘ ⲞⲨⲀⲖⲖⲞⲎ ⲚⲀⲨⲢ ⲚⲖⲒⲦⲢⲀ.
b.JOH.19.4	3	3	26.346350	37.634087	37.634087	11.287737	11.287737	0.000000	better	true	true	0.279070	0.258065	0.279070	1.518519	0.675926	1.518519	SWAP_TO_RANK_3	Pilate therefore went forth again, and saith unto them, Behold, I bring him forth to you, that ye may know that I find no fault in him.	Said unto them, Ye have brought this man unto me, as one that perverteth the people: and, behold, I, having examined him before you, have found no fault in this man touching those things whereof ye accuse him:	ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲦⲈⲦⲈⲚⲒⲚⲒ ⲚⲎⲒ ⲘⲠⲀⲒⲢⲰⲘⲒ ϨⲰⲤ ⲈϤⲪⲰⲚϨ ⲘⲠⲒⲖⲀⲞⲤ ⲈⲂⲞⲖ ⲞⲨⲞϨ ϨⲎⲠⲠⲈ ⲀⲚⲞⲔ ⲈⲦⲀⲒϢⲈⲚϤ ⲈϨⲢⲀϤ ⲘⲠⲈⲦⲈⲚⲘⲐⲞ ⲘⲠⲒϪⲈⲘ ϨⲖⲒ ⲚⲈⲦⲒⲀ ϦⲈⲚⲠⲀⲒⲢⲰⲘⲒ ⲚⲚⲎ ⲈⲦⲈⲦⲈⲚⲈⲢⲔⲀⲦⲎⲄⲞⲢⲒⲚ ⲈⲢⲞϤ ⲚϦⲎⲦⲞⲨ.	ⲠⲒⲖⲀⲦⲞⲤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲚⲒⲀⲢⲬⲒⲈⲢⲈⲨⲤ ⲚⲈⲘ ⲚⲒⲘⲎϢ ϪⲈ ⲚϮϪⲈⲘ ϨⲖⲒ ⲚⲈⲦⲒⲀ ⲀⲚ ϦⲈⲚⲠⲀⲒⲢⲰⲘⲒ.	ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲦⲈⲦⲈⲚⲒⲚⲒ ⲚⲎⲒ ⲘⲠⲀⲒⲢⲰⲘⲒ ϨⲰⲤ ⲈϤⲪⲰⲚϨ ⲘⲠⲒⲖⲀⲞⲤ ⲈⲂⲞⲖ ⲞⲨⲞϨ ϨⲎⲠⲠⲈ ⲀⲚⲞⲔ ⲈⲦⲀⲒϢⲈⲚϤ ⲈϨⲢⲀϤ ⲘⲠⲈⲦⲈⲚⲘⲐⲞ ⲘⲠⲒϪⲈⲘ ϨⲖⲒ ⲚⲈⲦⲒⲀ ϦⲈⲚⲠⲀⲒⲢⲰⲘⲒ ⲚⲚⲎ ⲈⲦⲈⲦⲈⲚⲈⲢⲔⲀⲦⲎⲄⲞⲢⲒⲚ ⲈⲢⲞϤ ⲚϦⲎⲦⲞⲨ.	ⲠⲀⲖⲒⲚ ⲞⲚ ⲀϤⲒ ⲚϪⲈⲠⲒⲖⲀⲦⲞⲤ ⲞⲨⲞϨ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ϨⲎⲠⲠⲈ ϮⲚⲀⲈⲚϤ ⲚⲰⲦⲈⲚ ⲈⲂⲞⲖ ϨⲒⲚⲀ ⲚⲦⲈⲦⲈⲚⲈⲘⲒ ϪⲈ ϮϪⲈⲘ ϨⲖⲒ ⲚⲈⲦⲒⲀ ⲈⲢⲞϤ ⲀⲚ.
