metric	summary_group	model_key	score_name	score_value	aux_score_name	aux_score_value	direction	source_file
pseudoperplexity	all	v52_align_step3000	weighted_pseudo_perplexity	61.603757	weighted_mean_nll	4.120723	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step3000/summary.tsv
pseudoperplexity	v5_target	v52_align_step3000	weighted_pseudo_perplexity	61.603757	weighted_mean_nll	4.120723	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step3000/summary.tsv
pseudoperplexity	all	v52_align_step3500	weighted_pseudo_perplexity	58.939731	weighted_mean_nll	4.076515	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step3500/summary.tsv
pseudoperplexity	v5_target	v52_align_step3500	weighted_pseudo_perplexity	58.939731	weighted_mean_nll	4.076515	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step3500/summary.tsv
pseudoperplexity	all	v52_align_step4000	weighted_pseudo_perplexity	58.025602	weighted_mean_nll	4.060884	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step4000/summary.tsv
pseudoperplexity	v5_target	v52_align_step4000	weighted_pseudo_perplexity	58.025602	weighted_mean_nll	4.060884	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step4000/summary.tsv
pseudoperplexity	all	v52_align_step500	weighted_pseudo_perplexity	161.877958	weighted_mean_nll	5.086843	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step500/summary.tsv
pseudoperplexity	v5_target	v52_align_step500	weighted_pseudo_perplexity	161.877958	weighted_mean_nll	5.086843	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_align_step500/summary.tsv
pseudoperplexity	all	v52_fvt_step1000	weighted_pseudo_perplexity	108.603835	weighted_mean_nll	4.687707	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step1000/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step1000	weighted_pseudo_perplexity	108.603835	weighted_mean_nll	4.687707	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step1000/summary.tsv
pseudoperplexity	all	v52_fvt_step1500	weighted_pseudo_perplexity	90.288642	weighted_mean_nll	4.503012	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step1500/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step1500	weighted_pseudo_perplexity	90.288642	weighted_mean_nll	4.503012	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step1500/summary.tsv
pseudoperplexity	all	v52_fvt_step2000	weighted_pseudo_perplexity	75.258020	weighted_mean_nll	4.320922	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step2000/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step2000	weighted_pseudo_perplexity	75.258020	weighted_mean_nll	4.320922	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step2000/summary.tsv
pseudoperplexity	all	v52_fvt_step2500	weighted_pseudo_perplexity	66.575042	weighted_mean_nll	4.198330	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step2500/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step2500	weighted_pseudo_perplexity	66.575042	weighted_mean_nll	4.198330	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step2500/summary.tsv
pseudoperplexity	all	v52_fvt_step3000	weighted_pseudo_perplexity	61.603757	weighted_mean_nll	4.120723	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step3000/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step3000	weighted_pseudo_perplexity	61.603757	weighted_mean_nll	4.120723	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step3000/summary.tsv
pseudoperplexity	all	v52_fvt_step3500	weighted_pseudo_perplexity	58.939731	weighted_mean_nll	4.076515	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step3500/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step3500	weighted_pseudo_perplexity	58.939731	weighted_mean_nll	4.076515	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step3500/summary.tsv
pseudoperplexity	all	v52_fvt_step4000	weighted_pseudo_perplexity	58.025602	weighted_mean_nll	4.060884	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step4000/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step4000	weighted_pseudo_perplexity	58.025602	weighted_mean_nll	4.060884	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step4000/summary.tsv
pseudoperplexity	all	v52_fvt_step500	weighted_pseudo_perplexity	161.877958	weighted_mean_nll	5.086843	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step500/summary.tsv
pseudoperplexity	v5_target	v52_fvt_step500	weighted_pseudo_perplexity	161.877958	weighted_mean_nll	5.086843	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_fvt_step500/summary.tsv
pseudoperplexity	all	v52_mean_step1000	weighted_pseudo_perplexity	270.934481	weighted_mean_nll	5.601877	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step1000/summary.tsv
pseudoperplexity	v5_target	v52_mean_step1000	weighted_pseudo_perplexity	270.934481	weighted_mean_nll	5.601877	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step1000/summary.tsv
pseudoperplexity	all	v52_mean_step1500	weighted_pseudo_perplexity	208.204215	weighted_mean_nll	5.338519	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step1500/summary.tsv
pseudoperplexity	v5_target	v52_mean_step1500	weighted_pseudo_perplexity	208.204215	weighted_mean_nll	5.338519	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step1500/summary.tsv
pseudoperplexity	all	v52_mean_step2000	weighted_pseudo_perplexity	172.580672	weighted_mean_nll	5.150865	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step2000/summary.tsv
pseudoperplexity	v5_target	v52_mean_step2000	weighted_pseudo_perplexity	172.580672	weighted_mean_nll	5.150865	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step2000/summary.tsv
pseudoperplexity	all	v52_mean_step2500	weighted_pseudo_perplexity	150.454629	weighted_mean_nll	5.013662	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step2500/summary.tsv
pseudoperplexity	v5_target	v52_mean_step2500	weighted_pseudo_perplexity	150.454629	weighted_mean_nll	5.013662	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step2500/summary.tsv
pseudoperplexity	all	v52_mean_step3000	weighted_pseudo_perplexity	138.513402	weighted_mean_nll	4.930967	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step3000/summary.tsv
pseudoperplexity	v5_target	v52_mean_step3000	weighted_pseudo_perplexity	138.513402	weighted_mean_nll	4.930967	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step3000/summary.tsv
pseudoperplexity	all	v52_mean_step3500	weighted_pseudo_perplexity	131.012510	weighted_mean_nll	4.875293	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step3500/summary.tsv
pseudoperplexity	v5_target	v52_mean_step3500	weighted_pseudo_perplexity	131.012510	weighted_mean_nll	4.875293	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step3500/summary.tsv
pseudoperplexity	all	v52_mean_step4000	weighted_pseudo_perplexity	128.258830	weighted_mean_nll	4.854050	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step4000/summary.tsv
pseudoperplexity	v5_target	v52_mean_step4000	weighted_pseudo_perplexity	128.258830	weighted_mean_nll	4.854050	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step4000/summary.tsv
pseudoperplexity	all	v52_mean_step500	weighted_pseudo_perplexity	479.424743	weighted_mean_nll	6.172587	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step500/summary.tsv
pseudoperplexity	v5_target	v52_mean_step500	weighted_pseudo_perplexity	479.424743	weighted_mean_nll	6.172587	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_mean_step500/summary.tsv
pseudoperplexity	all	v52_random_step1000	weighted_pseudo_perplexity	241.797413	weighted_mean_nll	5.488100	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step1000/summary.tsv
pseudoperplexity	v5_target	v52_random_step1000	weighted_pseudo_perplexity	241.797413	weighted_mean_nll	5.488100	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step1000/summary.tsv
pseudoperplexity	all	v52_random_step1500	weighted_pseudo_perplexity	190.915409	weighted_mean_nll	5.251830	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step1500/summary.tsv
pseudoperplexity	v5_target	v52_random_step1500	weighted_pseudo_perplexity	190.915409	weighted_mean_nll	5.251830	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step1500/summary.tsv
pseudoperplexity	all	v52_random_step2000	weighted_pseudo_perplexity	160.498560	weighted_mean_nll	5.078285	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step2000/summary.tsv
pseudoperplexity	v5_target	v52_random_step2000	weighted_pseudo_perplexity	160.498560	weighted_mean_nll	5.078285	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step2000/summary.tsv
pseudoperplexity	all	v52_random_step2500	weighted_pseudo_perplexity	145.951840	weighted_mean_nll	4.983277	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step2500/summary.tsv
pseudoperplexity	v5_target	v52_random_step2500	weighted_pseudo_perplexity	145.951840	weighted_mean_nll	4.983277	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step2500/summary.tsv
pseudoperplexity	all	v52_random_step3000	weighted_pseudo_perplexity	133.106839	weighted_mean_nll	4.891152	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step3000/summary.tsv
pseudoperplexity	v5_target	v52_random_step3000	weighted_pseudo_perplexity	133.106839	weighted_mean_nll	4.891152	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step3000/summary.tsv
pseudoperplexity	all	v52_random_step3500	weighted_pseudo_perplexity	121.631484	weighted_mean_nll	4.800996	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step3500/summary.tsv
pseudoperplexity	v5_target	v52_random_step3500	weighted_pseudo_perplexity	121.631484	weighted_mean_nll	4.800996	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step3500/summary.tsv
pseudoperplexity	all	v52_random_step4000	weighted_pseudo_perplexity	119.581715	weighted_mean_nll	4.784000	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step4000/summary.tsv
pseudoperplexity	v5_target	v52_random_step4000	weighted_pseudo_perplexity	119.581715	weighted_mean_nll	4.784000	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step4000/summary.tsv
pseudoperplexity	all	v52_random_step500	weighted_pseudo_perplexity	374.606977	weighted_mean_nll	5.925877	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step500/summary.tsv
pseudoperplexity	v5_target	v52_random_step500	weighted_pseudo_perplexity	374.606977	weighted_mean_nll	5.925877	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/v52_random_step500/summary.tsv
pseudoperplexity	all	xlmr_base	weighted_pseudo_perplexity	98.239310	weighted_mean_nll	4.587406	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/xlmr_base/summary.tsv
pseudoperplexity	v5_target	xlmr_base	weighted_pseudo_perplexity	98.239310	weighted_mean_nll	4.587406	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/xlmr_base/summary.tsv
pseudoperplexity	all	xlmr_large	weighted_pseudo_perplexity	63.715737	weighted_mean_nll	4.154432	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/xlmr_large/summary.tsv
pseudoperplexity	v5_target	xlmr_large	weighted_pseudo_perplexity	63.715737	weighted_mean_nll	4.154432	lower_is_better	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/01_pseudoperplexity/xlmr_large/summary.tsv
retrieval_tatoeba	all	glot500_base	top10_accuracy	0.456721	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/glot500_base/cis-lmu__glot500-base/test_results.txt
retrieval_tatoeba	v5_target	glot500_base	top10_accuracy	0.456721	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/glot500_base/cis-lmu__glot500-base/test_results.txt
retrieval_tatoeba	all	v52_align_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	all	v52_align_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	all	v52_align_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	all	v52_align_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	all	v52_align_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	v52_align_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	v52_align_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	all	v52_align_step500	top10_accuracy	0.223194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	v5_target	v52_align_step500	top10_accuracy	0.223194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	all	v52_fvt_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	all	v52_fvt_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	all	v52_fvt_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	all	v52_fvt_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	all	v52_fvt_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	v52_fvt_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	v52_fvt_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	v52_fvt_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
