model_key	point_id	language_script	group	x	y	text_preview
v52_family_mean_conv5way_step49000	p63	eng_Latn	v5_target	-0.495071	0.136501	This is Mike's bicycle.
v52_family_mean_conv5way_step49000	p64	dtp_Latn	v5_target	0.567683	-0.321485	I Tom nopo nga tambalut di tosonong, nga miagal do bakas kokitanan dau om iri no sabap au oku songkuro muhang dau.
v52_family_mean_conv5way_step49000	p65	eng_Latn	v5_target	-0.200091	0.576585	Tom is very good friend, but he looks like a wild boar so I don't consider him a potential love interest.
v52_family_mean_conv5way_step49000	p66	dtp_Latn	v5_target	0.050004	-0.561259	I Andi Smith songulun mongigia boros Inggilis?
v52_family_mean_conv5way_step49000	p67	eng_Latn	v5_target	-0.475739	0.058534	Is Mrs. Smith an English teacher?
v52_family_mean_conv5way_step49000	p68	dtp_Latn	v5_target	0.286620	-0.361919	Papapanau i Tom korita di Mary montok pakayaan hilo'd id Boston.
v52_family_mean_conv5way_step49000	p69	eng_Latn	v5_target	-0.477945	0.154563	Tom drove Mary's car to Boston.
v52_family_mean_conv5way_step49000	p70	dtp_Latn	v5_target	-0.002818	-0.545703	Nokuro tu apatut yahai maan dilo?
v52_family_mean_conv5way_step49000	p71	eng_Latn	v5_target	-0.471086	0.250992	Why would we need to do that?
v52_family_mean_conv5way_step49000	p72	dtp_Latn	v5_target	0.171499	-0.490069	Apatut no korikot i Tom hilo'd pogun Australia dinondo.
v52_family_mean_conv5way_step49000	p73	eng_Latn	v5_target	-0.497590	0.231853	Tom should already be in Australia by now.
v52_family_mean_conv5way_step49000	p74	dtp_Latn	v5_target	-0.168959	-0.582654	Maan oku do tosikap kio.
v52_family_mean_conv5way_step49000	p75	eng_Latn	v5_target	-0.502316	-0.116730	I have to hurry!
v52_family_mean_conv5way_step49000	p76	dtp_Latn	v5_target	-0.252670	-0.493619	Umbalan ku no koti.
v52_family_mean_conv5way_step49000	p77	eng_Latn	v5_target	-0.575801	0.046529	I have to try.
v52_family_mean_conv5way_step49000	p78	dtp_Latn	v5_target	0.048820	-0.538349	Rongoho no sawo nu oi Tom.
v52_family_mean_conv5way_step49000	p79	eng_Latn	v5_target	-0.527029	0.184229	Listen to your wife, Tom.
v52_family_mean_conv5way_step49000	p80	dtp_Latn	v5_target	-0.005652	-0.564242	Atuukoi, iti nopo nga tangaraat nodi!
v52_family_mean_conv5way_step49000	p81	eng_Latn	v5_target	-0.359998	0.204036	Oh my god, it's complete chaos!
v52_family_mean_conv5way_step49000	p82	dtp_Latn	v5_target	-0.101070	-0.616486	Ongotumbayaan i toinsanan.
v52_family_mean_conv5way_step49000	p83	eng_Latn	v5_target	-0.583273	0.176354	Everybody believes it.
v52_family_mean_conv5way_step49000	p84	dtp_Latn	v5_target	-0.079192	-0.662982	Amu kopunong sisimbar nu.
v52_family_mean_conv5way_step49000	p85	eng_Latn	v5_target	-0.562680	0.084789	Your answer is wrong.
v52_family_mean_conv5way_step49000	p86	dtp_Latn	v5_target	-0.056662	-0.639513	Poopio ilo rinomos id labus.
v52_family_mean_conv5way_step49000	p87	eng_Latn	v5_target	-0.543639	-0.105727	Put the garbage outside.
v52_family_mean_conv5way_step49000	p88	dtp_Latn	v5_target	-0.123931	-0.636857	Otopot ko diti?
v52_family_mean_conv5way_step49000	p89	eng_Latn	v5_target	-0.527863	0.191118	Are you sure this is real?
v52_family_mean_conv5way_step49000	p90	dtp_Latn	v5_target	-0.049701	-0.586537	Awasiu iti waig do tikanas.
v52_family_mean_conv5way_step49000	p91	eng_Latn	v5_target	-0.542174	0.126266	This soup tastes good.
v52_family_mean_conv5way_step49000	p92	dtp_Latn	v5_target	0.331052	-0.586840	Mamaraag i tongo injiniur dilo sunsuyon tu karaag dot oruhai.
v52_family_mean_conv5way_step49000	p93	eng_Latn	v5_target	-0.328652	0.399009	The engineers blew up the bridge because it was about to collapse.
v52_family_mean_conv5way_step49000	p94	dtp_Latn	v5_target	-0.108933	-0.612262	Honggo ko dii?
v52_family_mean_conv5way_step49000	p95	eng_Latn	v5_target	-0.482017	0.043506	Where are you?
v52_family_mean_conv5way_step49000	p96	dtp_Latn	v5_target	0.366598	-0.506070	Au oku milo wonsoyon dilo nga mogot daa haro uhupan di Tom.
v52_family_mean_conv5way_step49000	p97	eng_Latn	v5_target	-0.412172	0.387912	I can't do that unless I have Tom's help.
v52_family_mean_conv5way_step49000	p98	dtp_Latn	v5_target	0.121359	-0.649300	Kapatai matu iyau id onom tulan kangku daa.
v52_family_mean_conv5way_step49000	p99	eng_Latn	v5_target	-0.512677	0.296505	I have expected his death for six months.
v52_family_mean_conv5way_step49000	p100	dtp_Latn	v5_target	-0.037704	-0.602506	Olunggui oku om ohuyan i.
v52_family_mean_conv5way_step49000	p101	eng_Latn	v5_target	-0.485042	0.002171	I'm broke and tired.
v52_family_mean_conv5way_step49000	p102	dtp_Latn	v5_target	-0.159645	-0.649909	Mumang ko doho iyadaan?
v52_family_mean_conv5way_step49000	p103	eng_Latn	v5_target	-0.519719	0.255914	Do you want me to leave?
v52_family_mean_conv5way_step49000	p104	dtp_Latn	v5_target	-0.205696	-0.629536	Mintong oku po kalandor ku.
v52_family_mean_conv5way_step49000	p105	eng_Latn	v5_target	-0.554067	0.075366	Let me check my calendar.
v52_family_mean_conv5way_step49000	p106	dtp_Latn	v5_target	0.003484	-0.647571	Mulau yahai kangku daa.
v52_family_mean_conv5way_step49000	p107	eng_Latn	v5_target	-0.469483	0.258773	I think we're all a bit crazy.
v52_family_mean_conv5way_step49000	p108	dtp_Latn	v5_target	-0.061661	-0.663057	Mongowit oku dau muli walai kama.
v52_family_mean_conv5way_step49000	p109	eng_Latn	v5_target	-0.569734	0.151820	I should get him home.
v52_family_mean_conv5way_step49000	p110	dtp_Latn	v5_target	0.058213	-0.584679	Kumoiso isio hiti'd gana'.
v52_family_mean_conv5way_step49000	p111	eng_Latn	v5_target	-0.524291	0.172429	He was a pioneer in this field.
v52_family_mean_conv5way_step49000	p112	dtp_Latn	v5_target	-0.021131	-0.616518	Au oku mokiuhup mantad dika.
v52_family_mean_conv5way_step49000	p113	eng_Latn	v5_target	-0.498898	0.256804	I haven't asked you for help.
v52_family_mean_conv5way_step49000	p114	dtp_Latn	v5_target	-0.117453	-0.548411	Nunu o mangan nu?
v52_family_mean_conv5way_step49000	p115	eng_Latn	v5_target	-0.355233	0.269724	What do you think you're doing?
v52_family_mean_conv5way_step49000	p116	dtp_Latn	v5_target	-0.079898	-0.593044	Nunu o tosorou nu?
v52_family_mean_conv5way_step49000	p117	eng_Latn	v5_target	-0.438795	0.095395	What are you thinking?
v52_family_mean_conv5way_step49000	p118	dtp_Latn	v5_target	0.011539	-0.620334	Alansan no daa korongou ko.
v52_family_mean_conv5way_step49000	p119	eng_Latn	v5_target	-0.491441	0.127111	I wish you'd listen.
v52_family_mean_conv5way_step49000	p120	dtp_Latn	v5_target	-0.035551	-0.650816	Minaan oku do pomusarahan dot osinang.
v52_family_mean_conv5way_step49000	p121	eng_Latn	v5_target	-0.518925	0.080802	I made a lucky guess.
v52_family_mean_conv5way_step49000	p122	dtp_Latn	v5_target	0.132717	-0.581709	Miagal o Labit maya kawo o bongol om bosing.
v52_family_mean_conv5way_step49000	p123	eng_Latn	v5_target	-0.234196	0.155999	Rabbits are related to beavers and squirrels.
v52_family_mean_conv5way_step49000	p124	dtp_Latn	v5_target	-0.222585	-0.480099	Nunu ilo?
v52_family_mean_conv5way_step49000	p125	eng_Latn	v5_target	-0.474984	0.028531	What is that?
v52_family_mean_conv5way_step49000	p126	dtp_Latn	v5_target	-0.315426	-0.486733	Posik no.
v52_family_mean_conv5way_step49000	p127	eng_Latn	v5_target	-0.492413	0.216903	It's time to get up.
v52_family_mean_conv5way_step49000	p128	dtp_Latn	v5_target	0.209851	-0.554184	Aiso tulun milo poimpasi gisom do duo nahatus toun.
v52_family_mean_conv5way_step49000	p129	eng_Latn	v5_target	-0.448083	0.267532	Nobody can live to be two hundred years old.
v52_family_mean_conv5way_step49000	p130	dtp_Latn	v5_target	0.506021	-0.437151	Norongou oku dilo pomoinan nopo ti nga au mangasou pimbalajaran nu. Nga montok doho au milo.
v52_family_mean_conv5way_step49000	p131	eng_Latn	v5_target	-0.277927	0.527036	I've noticed that having fun doesn't interfere at all with your studies. I just can't.
v52_family_mean_conv5way_step49000	p132	dtp_Latn	v5_target	0.029152	-0.627321	Momupu isido do gonob dau.
v52_family_mean_conv5way_step49000	p133	eng_Latn	v5_target	-0.528037	-0.047896	She washes her skirt.
v52_family_mean_conv5way_step49000	p134	dtp_Latn	v5_target	0.495091	-0.307398	Nung kosorou oku diri tootopot nga pinapadagang i Tom do korita dau kumaa di Mary do gatang 500 Dollar nopo.
v52_family_mean_conv5way_step49000	p135	eng_Latn	v5_target	-0.310643	0.436987	If I remember correctly, Tom sold his car to Mary for only 500 dollars.
v52_family_mean_conv5way_step49000	p136	dtp_Latn	v5_target	0.089291	-0.526073	Maai no awi ti.
v52_family_mean_conv5way_step49000	p137	eng_Latn	v5_target	-0.462840	0.109011	Let's end this.
v52_family_mean_conv5way_step49000	p138	dtp_Latn	v5_target	0.054258	-0.590257	Au noukab po Tatoeba.org tu haro kinoundaran.
v52_family_mean_conv5way_step49000	p139	eng_Latn	v5_target	-0.428952	-0.094389	Tatoeba.org is offline for maintenance.
v52_family_mean_conv5way_step49000	p140	dtp_Latn	v5_target	0.004491	-0.584066	Osonong no maan nu dilo.
v52_family_mean_conv5way_step49000	p141	eng_Latn	v5_target	-0.480640	0.214030	You'd be good at it.
v52_family_mean_conv5way_step49000	p142	dtp_Latn	v5_target	0.120125	-0.628385	Obuli oku mamalanja dokoyu do tiinumon?
v52_family_mean_conv5way_step49000	p143	eng_Latn	v5_target	-0.533648	0.222417	Can I offer you a drink?
v52_family_mean_conv5way_step49000	p144	dtp_Latn	v5_target	0.015134	-0.458790	I tanak ti nopo nga tanak ku.
v52_family_mean_conv5way_step49000	p145	eng_Latn	v5_target	-0.588546	0.114382	This boy is my son.
v52_family_mean_conv5way_step49000	p146	dtp_Latn	v5_target	0.219111	-0.545032	Au yau noilaan kaka yoku nopo nga i tulun Gipun.
v52_family_mean_conv5way_step49000	p147	eng_Latn	v5_target	-0.436221	0.331883	She doesn't know that I'm Japanese.
v52_family_mean_conv5way_step49000	p148	dtp_Latn	v5_target	0.109591	-0.644338	Somoonu yahai kopibooboros dilo kawagu.
v52_family_mean_conv5way_step49000	p149	eng_Latn	v5_target	-0.403027	0.297998	I'd rather discuss this at a later time.
v52_family_mean_conv5way_step49000	p150	dtp_Latn	v5_target	-0.119871	-0.521402	Orohian i Ania do kompiuto.
v52_family_mean_conv5way_step49000	p151	eng_Latn	v5_target	-0.574826	0.076608	Ania is interested in computers.
v52_family_mean_conv5way_step49000	p152	dtp_Latn	v5_target	0.109373	-0.458391	Napatai i Tom id toun 2013 tu toruol do Pneumonia.
v52_family_mean_conv5way_step49000	p153	eng_Latn	v5_target	-0.352189	-0.051149	Tom died in 2013 of pneumonia.
v52_family_mean_conv5way_step49000	p154	dtp_Latn	v5_target	0.016981	-0.655886	Apatut ko popoundaliu dilo?
v52_family_mean_conv5way_step49000	p155	eng_Latn	v5_target	-0.537557	0.075539	Will I have to move?
v52_family_mean_conv5way_step49000	p156	dtp_Latn	v5_target	0.003793	-0.512135	Iman-imanon ku nopo nga mongugusap.
v52_family_mean_conv5way_step49000	p157	eng_Latn	v5_target	-0.518469	0.207520	My aim is to be a doctor.
v52_family_mean_conv5way_step49000	p158	dtp_Latn	v5_target	-0.133015	-0.583429	Milo' oku mambarai baino?
v52_family_mean_conv5way_step49000	p159	eng_Latn	v5_target	-0.492811	-0.012155	Can I order now?
v52_family_mean_conv5way_step49000	p160	dtp_Latn	v5_target	-0.001152	-0.691776	Milo' oku mambarai lo tiso?
v52_family_mean_conv5way_step49000	p161	eng_Latn	v5_target	-0.481418	-0.065365	Can I order one?
v52_family_mean_conv5way_step49000	p162	dtp_Latn	v5_target	-0.063375	-0.630319	Maan oku awasi kumaa Tom bo.
v52_family_mean_conv5way_step49000	p163	eng_Latn	v5_target	-0.496981	0.154462	I'll be good to Tom.
v52_family_mean_conv5way_step49000	p164	dtp_Latn	v5_target	0.188801	-0.553856	A'haro duo susumikul hiti'd kalas dinondo.
v52_family_mean_conv5way_step49000	p165	eng_Latn	v5_target	-0.545470	0.022959	Two students are absent today.
v52_family_mean_conv5way_step49000	p166	dtp_Latn	v5_target	0.073513	-0.655794	Haro isai milo' monguhup doho?
v52_family_mean_conv5way_step49000	p167	eng_Latn	v5_target	-0.464580	0.104940	Can someone help me?
v52_family_mean_conv5way_step49000	p168	dtp_Latn	v5_target	-0.053978	-0.582732	Milo' oku moboros montok Tom.
v52_family_mean_conv5way_step49000	p169	eng_Latn	v5_target	-0.570843	0.057440	I can speak to Tom.
v52_family_mean_conv5way_step49000	p170	dtp_Latn	v5_target	0.086448	-0.658224	Milo' ko' mangandad maya doho.
v52_family_mean_conv5way_step49000	p171	eng_Latn	v5_target	-0.582504	0.122937	You can stay with me.
v52_family_mean_conv5way_step49000	p172	dtp_Latn	v5_target	0.083487	-0.643414	Milo' ko' mangandad maya dahai.
v52_family_mean_conv5way_step49000	p173	eng_Latn	v5_target	-0.523740	0.136436	You can stay with us.
v52_family_mean_conv5way_step49000	p174	dtp_Latn	v5_target	0.004208	-0.653132	Nokokito do Tom kangku daa.
v52_family_mean_conv5way_step49000	p175	eng_Latn	v5_target	-0.563856	-0.054118	I bet it was Tom.
v52_family_mean_conv5way_step49000	p176	dtp_Latn	v5_target	0.077183	-0.581418	Milo' ko' moboros montok Tom.
v52_family_mean_conv5way_step49000	p177	eng_Latn	v5_target	-0.555403	0.101686	You can talk to Tom.
v52_family_mean_conv5way_step49000	p178	dtp_Latn	v5_target	-0.120247	-0.534940	Milo' otumbayaan kaka i Tom?
v52_family_mean_conv5way_step49000	p179	eng_Latn	v5_target	-0.486285	-0.007212	Can Tom be trusted?
v52_family_mean_conv5way_step49000	p180	dtp_Latn	v5_target	-0.008018	-0.629602	Ingkuro no maan i Tom dilo?
v52_family_mean_conv5way_step49000	p181	eng_Latn	v5_target	-0.505866	0.084530	How can Tom do that?
v52_family_mean_conv5way_step49000	p182	dtp_Latn	v5_target	0.049521	-0.650634	Kasaga' tokou maan dilo?
v52_family_mean_conv5way_step49000	p183	eng_Latn	v5_target	-0.545422	-0.010205	Can we afford that?
v52_family_mean_conv5way_step49000	p184	dtp_Latn	v5_target	0.020574	-0.644638	Kasaga' tokou maan diti?
v52_family_mean_conv5way_step49000	p185	eng_Latn	v5_target	-0.558536	0.014478	Can we afford this?
v52_family_mean_conv5way_step49000	p186	dtp_Latn	v5_target	0.675500	-0.059679	Ruminikot iyahai mantad mogisuwai-suwai o bansa om boros, nga’ koinsanai dahai nosompuru id hontolon di miagal. Lobi’ ma
v52_family_mean_conv5way_step49000	p187	eng_Latn	v5_target	0.014291	0.731371	We come from hundreds of ethnic and language backgrounds, yet we are united by common goals. Above all, we want to honor
v52_family_mean_conv5way_step49000	p188	dtp_Latn	v5_target	-0.021903	-0.645918	Alaid oku au nokopikito diya!
v52_family_mean_conv5way_step49000	p189	eng_Latn	v5_target	-0.390877	0.262876	I haven't seen you for so long!
v52_family_mean_conv5way_step49000	p190	dtp_Latn	v5_target	0.208463	-0.567256	Haro no susumikul do poingirikau hilo om mogiakan-akan.
v52_family_mean_conv5way_step49000	p191	eng_Latn	v5_target	-0.420056	0.327567	Some students were sitting on the bench and having lunch.
v52_family_mean_conv5way_step49000	p192	dtp_Latn	v5_target	-0.067587	-0.636047	Hiti no pakarajaan ku.
v52_family_mean_conv5way_step49000	p193	eng_Latn	v5_target	-0.485356	0.197457	That's where I work.
v52_family_mean_conv5way_step49000	p194	dtp_Latn	v5_target	0.448938	-0.389998	Otopot nodi toilaan nu dot osonong, nga iri podi kaala tu osusa o momonsoi dilo.
v52_family_mean_conv5way_step49000	p195	eng_Latn	v5_target	-0.247377	0.585963	It is true that yours is a good idea, but I am afraid it will be hard to put into practice.
v52_family_mean_conv5way_step49000	p196	dtp_Latn	v5_target	0.269264	-0.541104	Nung yoho nopo diya nga au oku mongoi maan dilo.
v52_family_mean_conv5way_step49000	p197	eng_Latn	v5_target	-0.335760	0.390962	If I were you, I wouldn't do a thing like that.
v52_family_mean_conv5way_step49000	p198	dtp_Latn	v5_target	0.020632	-0.680768	Hinonggo oku milo' momoug?
v52_family_mean_conv5way_step49000	p199	eng_Latn	v5_target	-0.427873	0.040965	Where can I wash up?
v52_family_mean_conv5way_step49000	p200	dtp_Latn	v5_target	-0.057202	-0.628629	Tokou nga milo' korikot?
v52_family_mean_conv5way_step49000	p201	ile_Latn	v5_target	-0.600781	0.074787	Tu es un bon medico.
v52_family_mean_conv5way_step49000	p202	eng_Latn	v5_target	-0.539961	0.245503	You're a good doctor.
v52_family_mean_conv5way_step49000	p203	ile_Latn	v5_target	-0.416784	-0.348105	It va evenir bentost.
v52_family_mean_conv5way_step49000	p204	eng_Latn	v5_target	-0.492270	0.093208	It'll happen soon.
v52_family_mean_conv5way_step49000	p205	ile_Latn	v5_target	-0.269504	-0.138204	Qualmen se lee ti-ci ideogramme?
v52_family_mean_conv5way_step49000	p206	eng_Latn	v5_target	-0.406616	0.017558	How do you read this kanji?
v52_family_mean_conv5way_step49000	p207	ile_Latn	v5_target	-0.348953	-0.340255	Quo significa PTA?
v52_family_mean_conv5way_step49000	p208	eng_Latn	v5_target	-0.444439	0.004741	What does PTA mean?
v52_family_mean_conv5way_step49000	p209	ile_Latn	v5_target	-0.426889	-0.325655	Yo ha perdit mi horloge.
v52_family_mean_conv5way_step49000	p210	eng_Latn	v5_target	-0.598470	0.023286	I lost the watch.
v52_family_mean_conv5way_step49000	p211	ile_Latn	v5_target	-0.246721	-0.457429	To va bentost changear.
v52_family_mean_conv5way_step49000	p212	eng_Latn	v5_target	-0.473898	0.067216	That'll change soon.
v52_family_mean_conv5way_step49000	p213	ile_Latn	v5_target	-0.517758	-0.300662	Li café es tre calid.
v52_family_mean_conv5way_step49000	p214	eng_Latn	v5_target	-0.601052	0.092407	The coffee is very hot.
v52_family_mean_conv5way_step49000	p215	ile_Latn	v5_target	-0.361623	-0.332202	Quo manca?
v52_family_mean_conv5way_step49000	p216	eng_Latn	v5_target	-0.489899	0.010598	What is missing?
v52_family_mean_conv5way_step49000	p217	ile_Latn	v5_target	-0.313827	-0.465614	Quant tu besona?
v52_family_mean_conv5way_step49000	p218	eng_Latn	v5_target	-0.464264	0.157815	How much do you need?
v52_family_mean_conv5way_step49000	p219	ile_Latn	v5_target	-0.339758	-0.314528	Nequí venit!
v52_family_mean_conv5way_step49000	p220	eng_Latn	v5_target	-0.513401	-0.092975	No one came.
v52_family_mean_conv5way_step49000	p221	ile_Latn	v5_target	-0.388257	-0.352222	Li gemelles assistet.
v52_family_mean_conv5way_step49000	p222	eng_Latn	v5_target	-0.526564	-0.057542	The twins helped.
v52_family_mean_conv5way_step49000	p223	ile_Latn	v5_target	-0.384278	-0.335927	Quant esset ta?
v52_family_mean_conv5way_step49000	p224	eng_Latn	v5_target	-0.483643	0.155741	How many were there?
v52_family_mean_conv5way_step49000	p225	ile_Latn	v5_target	-0.487737	-0.291238	Mi matre es un fémina.
v52_family_mean_conv5way_step49000	p226	eng_Latn	v5_target	-0.610409	0.193589	My mother is a woman.
v52_family_mean_conv5way_step49000	p227	ile_Latn	v5_target	-0.312183	-0.427359	Ti flor odora bon.
v52_family_mean_conv5way_step49000	p228	eng_Latn	v5_target	-0.453804	-0.071518	This flower smells nice.
v52_family_mean_conv5way_step49000	p229	ile_Latn	v5_target	-0.308066	-0.102612	Li puella con li long puellas ta es Judith.
v52_family_mean_conv5way_step49000	p230	eng_Latn	v5_target	-0.500322	0.245056	That girl who has long hair is Judy.
v52_family_mean_conv5way_step49000	p231	ile_Latn	v5_target	-0.509379	-0.095638	Noi ne va haver un chance.
v52_family_mean_conv5way_step49000	p232	eng_Latn	v5_target	-0.500659	0.153009	We won't stand a chance.
v52_family_mean_conv5way_step49000	p233	ile_Latn	v5_target	-0.574421	-0.149207	Noi ne es un pare.
