task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
text_classification	mkd_Cyrl	mkd	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	ind_Latn	ind	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	por_Latn	por	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	spa_Latn	spa	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	dan_Latn	dan	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	khm_Khmr	khm	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	gla_Latn	gla	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	uig_Latn	uig	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	kat_Geor	kat	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	mlg_Latn	mlg	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	snd_Arab	snd	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	ita_Latn	ita	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	hau_Arab	hau	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	cym_Latn	cym	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	srp_Latn	srp	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	zho_Hani	zho	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	tha_Thai	tha	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	swe_Latn	swe	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	pan_Guru	pan	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	prs_Arab	prs	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	pes_Arab	pes	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	san_Latn	san	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	kaz_Cyrl	kaz	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	kur_Latn	kur	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	mal_Mlym	mal	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	nep_Deva	nep	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	gle_Latn	gle	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	swa_Latn	swa	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	som_Latn	som	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	lit_Latn	lit	head	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	guj_Gujr	guj	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	asm_Beng	asm	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	srp_Cyrl	srp	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	sun_Latn	sun	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	zsm_Latn	zsm	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	aze_Latn	aze	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	fil_Latn	fil	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	bos_Latn	bos	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	dzo_Tibt	dzo	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
text_classification	sat_Olck	sat	v5_target	no	0	no	no	not_materialized_for_language	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500
