language_script	example_id	words	chars	base_tokens	target_tokens	delta_tokens	base_tokens_per_word	target_tokens_per_word	delta_tokens_per_word	base_single_char_tokens	target_single_char_tokens	base_byte_tokens	target_byte_tokens	target_new_tokens	target_base_tokens	base_unk_tokens	target_unk_tokens	text_preview	base_token_preview	target_token_preview
fur_Latn	10	12	53	22	20	-2	1.8333333333333333	1.6666666666666667	-0.16666666666666666	6	5	0	0	2	18	0	0	Al a scrît ancje le storie de Revoluzion Francêse (1847 - 1853).	▁Al ▁a ▁sc rî t ▁an cje ▁le ▁storie ▁de ▁Revolu zio n ▁Franc ê se ▁(18 47 ▁- ▁18 53) .	▁Al ▁a ▁sc rî t ▁ancje ▁le ▁storie ▁de ▁Revolu zion ▁Franc ê se ▁(18 47 ▁- ▁18 53) .
fur_Latn	11	14	59	21	20	-1	1.5	1.4285714285714286	-0.07142857142857142	2	2	0	0	2	18	0	0	Al jere il mês che al coincideve cun il periodi da cressint calôr estîf.	▁Al ▁je re ▁il ▁mês ▁che ▁al ▁coincid eve ▁cun ▁il ▁periodi ▁da ▁cre ssin t ▁cal ôr ▁est îf .	▁Al ▁jere ▁il ▁mês ▁che ▁al ▁coincid eve ▁cun ▁il ▁periodi ▁da ▁cre ssin t ▁cal ôr ▁es tîf .
fur_Latn	12	14	80	25	23	-2	1.7857142857142858	1.6428571428571428	-0.14285714285714285	5	4	0	0	3	20	0	0	Lis teoriis microsociologjichis de economie a considerin lis azions di un grup di individuis.	▁Li s ▁teori is ▁micro soci ologji chi s ▁de ▁economie ▁a ▁consider in ▁li s ▁az ions ▁di ▁un ▁grup ▁di ▁individu is .	▁Lis ▁teori is ▁micro soci ologji chi s ▁de ▁economie ▁a ▁consider in ▁lis ▁a zions ▁di ▁un ▁grup ▁di ▁individu is .
fur_Latn	13	11	58	25	22	-3	2.272727272727273	2.0	-0.2727272727272727	7	6	0	0	3	19	0	0	Il prodot primari di cheste reazion al è l'adenosin trifosfât (ATP).	▁Il ▁pro dot ▁primari ▁di ▁che ste ▁re azio n ▁al ▁è ▁l ' ade nos in ▁tri fos fâ t ▁( A TP ).	▁Il ▁prodot ▁primari ▁di ▁cheste ▁re azion ▁al ▁è ▁l ' ade nos in ▁tri fos fâ t ▁( A TP ).
fur_Latn	14	12	58	22	22	0	1.8333333333333333	1.8333333333333333	0.0	0	0	0	0	1	21	0	0	Altichero da Zevio (1330-1390) al fo un pitôr talian dal stîl gotic).	▁Al tiche ro ▁da ▁Ze vio ▁(13 30 -13 90) ▁al ▁fo ▁un ▁pit ôr ▁talian ▁dal ▁st îl ▁go tic ).	▁Al tiche ro ▁da ▁Ze vio ▁(13 30 -13 90) ▁al ▁fo ▁un ▁pi tôr ▁talian ▁dal ▁st îl ▁go tic ).
fur_Latn	15	20	76	31	29	-2	1.55	1.45	-0.1	4	4	0	0	3	26	0	0	Si navighe tal scûr: no si sa ben nancje cuant che al è vivût, ancje se al somearès sot Tiberi.	▁Si ▁navig he ▁tal ▁sc ûr : ▁no ▁si ▁sa ▁ben ▁nan cje ▁cu ant ▁che ▁al ▁è ▁viv ût , ▁an cje ▁se ▁al ▁some ar ès ▁sot ▁Tiberi .	▁Si ▁nav ighe ▁tal ▁sc ûr : ▁no ▁si ▁sa ▁ben ▁nan cje ▁cuant ▁che ▁al ▁è ▁viv ût , ▁ancje ▁se ▁al ▁some ar ès ▁sot ▁Tiberi .
fur_Latn	16	124	558	243	223	-20	1.9596774193548387	1.7983870967741935	-0.16129032258064516	64	54	0	0	23	200	0	0	Al scrivè poesiis par furlan e forsit ancje un componiment, vadì un voltament o un'imitazion, de Odissee di Omêr. Al poesiave cul spirt dai burlescs, come il Berni, e di chê dal...	▁Al ▁scri v è ▁po esi is ▁par ▁fur lan ▁e ▁for sit ▁an cje ▁un ▁comp oni ment , ▁vad ì ▁un ▁volta ment ▁o ▁un ' imit azio n , ▁de ▁Od isse e ▁di ▁Om êr . ▁Al ▁poesia ve ▁cul ▁spir t ▁dai ▁bur les cs , ▁come ▁il ▁Ber ni , ▁e ▁di ▁ch ê ▁dal ▁Ber ni ▁la ▁s ô ▁po es ie ▁à ▁il ▁sav ôr ; ▁bis u gne ▁vis â si	▁Al ▁ scriv è ▁po esi is ▁par ▁furlan ▁e ▁for sit ▁ancje ▁un ▁comp on iment , ▁vad ì ▁un ▁volta ment ▁o ▁un ' imit azion , ▁de ▁Od isse e ▁di ▁Om êr . ▁Al ▁poesia ve ▁cul ▁spir t ▁dai ▁bur les cs , ▁come ▁il ▁Ber ni , ▁e ▁di ▁chê ▁dal ▁Ber ni ▁la ▁sô ▁po es ie ▁à ▁il ▁sav ôr ; ▁bis u gne ▁vis â si ▁che ▁il ▁Ber ni ▁al
fur_Latn	17	12	74	24	23	-1	2.0	1.9166666666666667	-0.08333333333333333	3	2	0	0	1	22	0	0	Andrea Palladio (1508-1580)el è stat il plui grant architet talianot tal Rinasciment.	▁Andrea ▁Palla dio ▁(15 08 -15 80) el ▁è ▁stat ▁il ▁plu i ▁grant ▁archi tet ▁talian ot ▁tal ▁Rin as ci ment .	▁Andrea ▁Palla dio ▁(15 08 -15 80) el ▁è ▁stat ▁il ▁plui ▁grant ▁archi tet ▁talian ot ▁tal ▁Rin as ci ment .
fur_Latn	18	7	47	17	14	-3	2.4285714285714284	2.0	-0.42857142857142855	4	2	0	0	2	12	0	0	Ortodossie(difondude soredut tai paîs dal Est Europe)	▁Ort odo ssie ( di fond ude ▁sore dut ▁tai ▁pa î s ▁dal ▁Est ▁Europe )	▁Ort odo ssie ( di fond ude ▁soredut ▁tai ▁paîs ▁dal ▁Est ▁Europe )
fur_Latn	19	16	71	30	27	-3	1.875	1.6875	-0.1875	8	7	0	0	2	25	0	0	Brando al incuintrà la atore Rita Moreno tal 1954, e i doi a scomençarin une relazion.	▁Brand o ▁al ▁in cu int rà ▁la ▁ atore ▁Rita ▁More no ▁tal ▁1954 , ▁e ▁i ▁do i ▁a ▁sco men çar in ▁une ▁rela zio n .	▁Brand o ▁al ▁in cu int rà ▁la ▁ atore ▁Rita ▁More no ▁tal ▁1954 , ▁e ▁i ▁do i ▁a ▁scomenç arin ▁une ▁rela zion .
fur_Latn	20	48	236	94	90	-4	1.9583333333333333	1.875	-0.08333333333333333	29	24	0	0	5	85	0	0	Saint Marteen,o isule di Saint Marteen,a ie une nazion costitutive dal Ream dai Paîs Bas tal Mâr dai Caraibi,con i Stâts caraibics di Aruba e Curaçao. Saint Marteen si cjate su ...	▁Saint ▁Marte en , o ▁is ule ▁di ▁Saint ▁Marte en , a ▁i e ▁une ▁na zio n ▁co stitu tive ▁dal ▁Re am ▁dai ▁Pa î s ▁Bas ▁tal ▁M âr ▁dai ▁Cara ibi , con ▁i ▁St ât s ▁cara ib ics ▁di ▁A ruba ▁e ▁Cura ça o . ▁Saint ▁Marte en ▁si ▁c jate ▁su ▁un ▁is ule ▁e ▁confi ne ▁a ▁nord ▁con ▁Saint ▁Martin , une ▁cole tivi t ât ▁d ' ol	▁Saint ▁Marte en , o ▁is ule ▁di ▁Saint ▁Marte en , a ▁i e ▁une ▁na zion ▁co stitu tive ▁dal ▁Re am ▁dai ▁Pa îs ▁Bas ▁tal ▁M âr ▁dai ▁Cara ibi , con ▁i ▁S tâts ▁cara ib ics ▁di ▁A ruba ▁e ▁Cura ça o . ▁Saint ▁Marte en ▁si ▁cja te ▁su ▁un ▁is ule ▁e ▁confi ne ▁a ▁nord ▁con ▁Saint ▁Martin , une ▁cole tiv itât ▁d ' ol tre mar ▁francese ▁con
fur_Latn	21	33	134	61	55	-6	1.8484848484848484	1.6666666666666667	-0.18181818181818182	15	12	0	0	7	48	0	0	Par chel, cualchidun al ipotize che jê e podi jessi invecjade plui di corse di un animâl nassût in mût naturâl, stant che e je muarte a sîs agns, adore par une piore.	▁Par ▁che l , ▁cual chi dun ▁al ▁i pot ize ▁che ▁jê ▁e ▁pod i ▁je ssi ▁in ve cja de ▁plu i ▁di ▁cor se ▁di ▁un ▁anim âl ▁nas s ût ▁in ▁mû t ▁natur âl , ▁ stant ▁che ▁e ▁je ▁mu arte ▁a ▁ sî s ▁ag ns , ▁ adore ▁par ▁une ▁pior e .	▁Par ▁che l , ▁cualchi dun ▁al ▁ ipoti ze ▁che ▁jê ▁e ▁pod i ▁jessi ▁in ve cja de ▁plui ▁di ▁cor se ▁di ▁un ▁anim âl ▁nas s ût ▁in ▁mût ▁natur âl , ▁ stant ▁che ▁e ▁je ▁mu arte ▁a ▁s îs ▁agns , ▁ adore ▁par ▁une ▁pior e .
fur_Latn	22	27	110	49	43	-6	1.8148148148148149	1.5925925925925926	-0.2222222222222222	13	8	0	0	7	36	0	0	Il DNA si lu cjate pe plui part tal nucli des celulis, ma Ruth Sager e judà a discuvierzi gjens no cromosomics cjatâts di fûr dal nucli.	▁Il ▁DNA ▁si ▁lu ▁c jate ▁pe ▁plu i ▁part ▁tal ▁nu c li ▁des ▁celu lis , ▁ma ▁Ruth ▁Sa ger ▁e ▁jud à ▁a ▁disc u vier zi ▁gjen s ▁no ▁cro mos o mics ▁ cja tâ ts ▁di ▁fû r ▁dal ▁nu c li .	▁Il ▁DNA ▁si ▁lu ▁cja te ▁pe ▁plui ▁part ▁tal ▁nu cli ▁des ▁celu lis , ▁ma ▁Ruth ▁Sa ger ▁e ▁jud à ▁a ▁disc u vier zi ▁gjen s ▁no ▁cro mos o mics ▁cja tâts ▁di ▁fûr ▁dal ▁nu cli .
fur_Latn	23	8	27	11	11	0	1.375	1.375	0.0	2	2	0	0	0	11	0	0	Barbe; il fradi dal pari o de mari	▁Bar be ; ▁il ▁fra di ▁dal ▁pari ▁o ▁de ▁mari	▁Bar be ; ▁il ▁fra di ▁dal ▁pari ▁o ▁de ▁mari
fur_Latn	24	22	91	35	33	-2	1.5909090909090908	1.5	-0.09090909090909091	4	4	0	0	2	31	0	0	Al jere un bon lotadôr di strade e se al coventave al difindeve so fradi grant, Harry, che al studiave di miedi.	▁Al ▁je re ▁un ▁bon ▁lot ad ôr ▁di ▁strade ▁e ▁se ▁al ▁co venta ve ▁al ▁di find eve ▁so ▁fra di ▁grant , ▁Harry , ▁che ▁al ▁studia ve ▁di ▁mi edi .	▁Al ▁jere ▁un ▁bon ▁lot adôr ▁di ▁strade ▁e ▁se ▁al ▁co venta ve ▁al ▁di find eve ▁so ▁fra di ▁grant , ▁Harry , ▁che ▁al ▁studia ve ▁di ▁mi edi .
fur_Latn	25	7	38	15	15	0	2.142857142857143	2.142857142857143	0.0	6	6	0	0	0	15	0	0	L'Ucraine al è un stat dell'Europe orientâl.	▁L ' U cra ine ▁al ▁è ▁un ▁stat ▁dell ' Europe ▁orient âl .	▁L ' U cra ine ▁al ▁è ▁un ▁stat ▁dell ' Europe ▁orient âl .
fur_Latn	26	26	150	70	65	-5	2.6923076923076925	2.5	-0.19230769230769232	28	26	0	0	5	60	0	0	Lis divinitâts principâls e cognossudis in dute la Grecie a jerin: Uran. Gjee, Cron, Zeus, Ere, Efest, Afrodite, Poseidon, Ermes, Ares, Demetre, Artemide, Atene, Dionis, Apol.	▁Li s ▁divin it ât s ▁princip âl s ▁e ▁cogn os su dis ▁in ▁dute ▁la ▁Gre cie ▁a ▁je rin : ▁Ur an . ▁Gje e , ▁Cro n , ▁Ze us , ▁Er e , ▁E fest , ▁Afro dite , ▁Po seid on , ▁Er mes , ▁Are s , ▁De metre , ▁Arte mi de , ▁A tene , ▁Di onis , ▁A pol .	▁Lis ▁divin itât s ▁princip âls ▁e ▁cogno ssu dis ▁in ▁dute ▁la ▁Gre cie ▁a ▁jerin : ▁Ur an . ▁Gje e , ▁Cro n , ▁Ze us , ▁Er e , ▁E fest , ▁Afro dite , ▁Po seid on , ▁Er mes , ▁Are s , ▁De metre , ▁Arte mi de , ▁A tene , ▁Di onis , ▁A pol .
fur_Latn	27	34	159	68	58	-10	2.0	1.7058823529411764	-0.29411764705882354	19	13	0	0	8	50	0	0	Cirint di fâ une classificazion, Fux fâs une distinzion di cinc categorîs di cuintripont , segont il mût in cui si compuartin, in rapuart a le part principâl (cantus firmatus) e...	▁Ciri nt ▁di ▁ fâ ▁une ▁classifica zio n , ▁Fu x ▁ fâ s ▁une ▁distin zio n ▁di ▁cinc ▁cate go rî s ▁di ▁cu in tri pont ▁ , ▁segon t ▁il ▁mû t ▁in ▁cui ▁si ▁comp uar tin , ▁in ▁rap uar t ▁a ▁le ▁part ▁princip âl ▁( cant us ▁firma tus ) ▁e ▁li s ▁at rî s ▁vô s :	▁Ciri nt ▁di ▁fâ ▁une ▁classifica zion , ▁Fu x ▁fâs ▁une ▁distin zion ▁di ▁cinc ▁cate gor îs ▁di ▁cuintri pont ▁ , ▁segon t ▁il ▁mût ▁in ▁cui ▁si ▁comp uar tin , ▁in ▁rap uar t ▁a ▁le ▁part ▁princip âl ▁( cant us ▁firma tus ) ▁e ▁lis ▁at rî s ▁vô s :
fur_Latn	28	6	33	11	11	0	1.8333333333333333	1.8333333333333333	0.0	2	3	0	0	1	10	0	0	Specifiche l'ID dal gjestôr di session	▁Specific he ▁l ' ID ▁dal ▁gje st ôr ▁di ▁session	▁Specific he ▁l ' ID ▁dal ▁gje s tôr ▁di ▁session
fur_Latn	29	23	87	35	32	-3	1.5217391304347827	1.391304347826087	-0.13043478260869565	10	7	0	0	3	29	0	0	Murray al à pierdût il prin set tal tie break dopo che i doi zuiadôrs a vevin tignût ducj i servizis dal set.	▁Murray ▁al ▁à ▁pierd ût ▁il ▁prin ▁set ▁tal ▁tie ▁break ▁dopo ▁che ▁i ▁do i ▁zu iad ôr s ▁a ▁ve vin ▁ tig n ût ▁duc j ▁i ▁servizi s ▁dal ▁set .	▁Murray ▁al ▁à ▁pierd ût ▁il ▁prin ▁set ▁tal ▁tie ▁break ▁dopo ▁che ▁i ▁do i ▁zu ia dôrs ▁a ▁ve vin ▁ti gn ût ▁ducj ▁i ▁servizi s ▁dal ▁set .
fur_Latn	30	56	265	109	99	-10	1.9464285714285714	1.7678571428571428	-0.17857142857142858	32	25	0	0	13	86	0	0	Pieri Çorut (Pietro Zorutti, Lonzan, Dolegne, 27 di Dicembar 1792 - Udin, 23 di Fevrâr 1867) al fo funzionari e poete furlan. La sô fame e je leade soredut a la publicazion ogni...	▁Pier i ▁Ç o rut ▁( Pie tro ▁Zor utti , ▁Lo n zan , ▁Do leg ne , ▁27 ▁di ▁Di ce mbar ▁17 92 ▁- ▁Ud in , ▁23 ▁di ▁Fe vr âr ▁1867 ) ▁al ▁fo ▁funziona ri ▁e ▁poet e ▁fur lan . ▁La ▁s ô ▁fame ▁e ▁je ▁le ade ▁sore dut ▁a ▁la ▁publica zio n ▁ogni ▁an ▁dal ▁18 21 ▁al ▁1867 ▁dai ▁stro lic s , ▁lunar is ▁du là ▁che ▁al	▁Pier i ▁Ç o rut ▁( Pie tro ▁Zor utti , ▁Lo n zan , ▁Do leg ne , ▁27 ▁di ▁Dic embar ▁17 92 ▁- ▁Udin , ▁23 ▁di ▁Fe vr âr ▁1867 ) ▁al ▁fo ▁funziona ri ▁e ▁poet e ▁furlan . ▁La ▁sô ▁fame ▁e ▁je ▁le ade ▁soredut ▁a ▁la ▁public azion ▁ogni ▁an ▁dal ▁18 21 ▁al ▁1867 ▁dai ▁stro lic s , ▁lunar is ▁dulà ▁che ▁al ▁met eve ▁lis ▁sô s ▁com posizion
fur_Latn	31	31	191	74	62	-12	2.3870967741935485	2.0	-0.3870967741935484	23	18	0	0	11	51	0	0	I confins a son limits gjeografics, imponûts o par carateristichis gjeografichis come i oceans o par intropament arbitrari di entitâts politichis come guviers, stâts sovrans, st...	▁I ▁confi ns ▁a ▁son ▁limit s ▁gje ografi cs , ▁impon ût s ▁o ▁par ▁cara teri stich is ▁gje ografi chi s ▁come ▁i ▁ocean s ▁o ▁par ▁in trop ament ▁arbitra ri ▁di ▁en tit ât s ▁politic his ▁come ▁gu vier s , ▁st ât s ▁sovra ns , ▁st ât s ▁ feder ât s ▁e ▁altri s ▁en tit ât s ▁sot na zio n âl s .	▁I ▁confi ns ▁a ▁son ▁limit s ▁gje ografi cs , ▁impon ût s ▁o ▁par ▁cara ter ist ichis ▁gje ograf ichis ▁come ▁i ▁ocean s ▁o ▁par ▁in trop ament ▁arbitra ri ▁di ▁enti tâts ▁polit ichis ▁come ▁gu vier s , ▁stât s ▁sovra ns , ▁stât s ▁federât s ▁e ▁altris ▁enti tâts ▁sot n azion âls .
fur_Latn	32	37	160	61	59	-2	1.6486486486486487	1.5945945945945945	-0.05405405405405406	16	14	0	0	1	58	0	0	Al fo il regjist e protagonist dal western che al segne une ete, One-Eyed Jacks un faliment comerciâl e critic, daspò dal cuâl al à vût une serie di insucès tacade cun Mutiny on...	▁Al ▁fo ▁il ▁regji st ▁e ▁protagonist ▁dal ▁western ▁che ▁al ▁seg ne ▁une ▁et e , ▁One - E y ed ▁Jack s ▁un ▁f aliment ▁comer ci âl ▁e ▁critic , ▁das p ò ▁dal ▁cu âl ▁al ▁à ▁v ût ▁une ▁serie ▁di ▁insu cè s ▁ta cade ▁cun ▁Mu tiny ▁on ▁the ▁Bou nty ▁( 1962 ).	▁Al ▁fo ▁il ▁regji st ▁e ▁protagonist ▁dal ▁western ▁che ▁al ▁seg ne ▁une ▁et e , ▁One - E y ed ▁Jack s ▁un ▁f aliment ▁comer ci âl ▁e ▁critic , ▁daspò ▁dal ▁cu âl ▁al ▁à ▁v ût ▁une ▁serie ▁di ▁insu cè s ▁ta cade ▁cun ▁Mu tiny ▁on ▁the ▁Bou nty ▁( 1962 ).
fur_Latn	33	16	73	28	26	-2	1.75	1.625	-0.125	4	3	0	0	2	24	0	0	Il dualisim duncje al à di spiegâ cemût che la cussience e influence la realtât fisiche.	▁Il ▁du alis im ▁dun cje ▁al ▁à ▁di ▁spie gâ ▁ cem ût ▁che ▁la ▁cu ssi ence ▁e ▁influence ▁la ▁real t ât ▁fisi che .	▁Il ▁dual isim ▁dun cje ▁al ▁à ▁di ▁spie gâ ▁ cem ût ▁che ▁la ▁cu ssi ence ▁e ▁influence ▁la ▁real tât ▁fisi che .
fur_Latn	34	29	127	53	50	-3	1.8275862068965518	1.7241379310344827	-0.10344827586206896	20	18	0	0	3	47	0	0	Però altris a disin che, tra i umans, la raze e no à impuartance pe tassonomie parcè che ducj i oms a apartegnin ae stesse sotspecie, Homo sapiens sapiens.	▁Però ▁altri s ▁a ▁di sin ▁che , ▁tra ▁i ▁uma ns , ▁la ▁raz e ▁e ▁no ▁à ▁imp uar t ance ▁pe ▁ta sson om ie ▁par cè ▁che ▁duc j ▁i ▁om s ▁a ▁aparte g nin ▁a e ▁stesse ▁sot spec ie , ▁Homo ▁sapien s ▁sapien s .	▁Però ▁altris ▁a ▁di sin ▁che , ▁tra ▁i ▁uma ns , ▁la ▁raz e ▁e ▁no ▁à ▁imp uar t ance ▁pe ▁ta sson om ie ▁parcè ▁che ▁ducj ▁i ▁om s ▁a ▁aparte g nin ▁a e ▁stesse ▁sot spec ie , ▁Homo ▁sapien s ▁sapien s .
