model_key	language_script	group	examples	masked_tokens	mean_nll	pseudo_perplexity	elapsed_sec
glot500_base	mkd_Cyrl	head	100	3627	1.963259	7.122504	12.333
glot500_base	ind_Latn	head	100	1915	2.597868	13.435058	2.987
glot500_base	por_Latn	head	100	1966	2.301593	9.990080	3.428
glot500_base	spa_Latn	head	100	2224	2.022333	7.555931	4.259
glot500_base	dan_Latn	head	100	2408	2.374509	10.745739	5.191
glot500_base	khm_Khmr	head	100	5831	1.668008	5.301594	26.743
glot500_base	gla_Latn	head	100	5384	1.831893	6.245700	23.626
glot500_base	uig_Latn	head	100	2969	2.004125	7.419598	7.746
glot500_base	kat_Geor	head	100	5230	1.829791	6.232582	21.764
glot500_base	mlg_Latn	head	100	4138	2.464453	11.757053	14.938
glot500_base	snd_Arab	head	100	2343	3.198905	24.505683	4.531
glot500_base	ita_Latn	head	100	2321	2.362383	10.616217	4.592
glot500_base	hau_Arab	head	100	3869	1.592190	4.914501	12.525
glot500_base	cym_Latn	head	100	5249	2.282472	9.800880	22.262
glot500_base	srp_Latn	head	100	1682	2.618475	13.714792	2.539
glot500_base	zho_Hani	head	100	1840	3.536544	34.348002	3.964
glot500_base	tha_Thai	head	100	2768	3.029012	20.676800	9.234
glot500_base	swe_Latn	head	100	2274	2.738981	15.471208	4.641
glot500_base	pan_Guru	head	100	4142	1.664092	5.280875	13.045
glot500_base	prs_Arab	head	100	3153	2.132528	8.436165	6.853
glot500_base	pes_Arab	head	100	1501	2.027116	7.592162	2.324
glot500_base	san_Latn	head	100	4159	1.813510	6.131930	21.378
glot500_base	kaz_Cyrl	head	100	3768	2.266810	9.648571	14.674
glot500_base	kur_Latn	head	100	5734	2.419758	11.243135	31.746
glot500_base	mal_Mlym	head	100	3230	1.802026	6.061918	9.041
glot500_base	nep_Deva	head	100	2618	2.755646	15.731207	9.224
glot500_base	gle_Latn	head	100	4402	2.263476	9.616457	19.116
glot500_base	swa_Latn	head	100	2838	2.823901	16.842419	7.148
glot500_base	som_Latn	head	100	4239	3.249044	25.765694	16.466
glot500_base	lit_Latn	head	100	3609	2.592351	13.361151	14.061
glot500_base	fur_Latn	v5_target	100	3959	2.022219	7.555067	16.424
glot500_base	krc_Cyrl	v5_target	100	4164	2.130282	8.417242	16.661
glot500_base	acm_Arab	v5_target	100	1928	4.027780	56.136139	3.895
glot500_base	dzo_Tibt	v5_target	100	2749	1.888512	6.609524	10.548
glot500_base	sat_Olck	v5_target	100	7136	1.476524	4.377701	40.831
glot500_base	mad_Latn	v5_target	100	2229	2.895486	18.092285	4.556
glot500_base	bam_Latn	v5_target	100	3398	3.995724	54.365169	10.951
glot500_base	kjb_Latn	v5_target	100	4494	3.033046	20.760380	17.791
glot500_base	quw_Latn	v5_target	100	3282	4.074466	58.819072	8.170
glot500_base	rap_Latn	v5_target	100	2180	4.140236	62.817653	4.469
